 BCID  ToA     TDC     Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  
 3846  124797  124188  137          5                  7           5          0             302732  82032     50            
 3846  124806  124197  9            9                  2           1          1             27860   111447    62            
 3846  124806  124197  128          32                 1           4          0             283271  76751     62            
 3846  124822  124213  220          12                 5           5          1             438106  117832    61            
 3846  124830  124221  379          35                 4           6          2             745679  155192    52            
 3846  124833  124224  13           13                 1           1          2             36510   148807    82            
 3846  124836  124227  215          7                  3           5          1             428495  117000    85            
 3846  124837  124228  135          3                  4           5          0             297926  80783     97            
 3846  124856  124247  379          35                 3           6          2             744718  154776    82            
 3846  124860  124251  219          11                 4           5          1             437145  117416    112           
 3846  124866  124257  296          24                 5           5          2             584053  155608    95            
 3846  124882  124273  214          6                  4           5          1             427534  117416    137           
 3846  124887  124278  128          32                 2           4          0             284232  77167     154           
 3846  124901  124292  294          22                 3           5          2             580209  154776    135           
 3846  124904  124295  9            9                  0           1          1             27860   110615    169           
 3846  124909  124300  137          5                  6           5          0             301771  81616     172           
 3846  124927  124318  14           14                 4           1          2             38432   155192    178           
 3846  124955  124346  207          39                 1           4          1             412888  111031    199           
 3846  124960  124351  10           10                 5           1          1             29782   117832    211           
 3846  124975  124366  9            9                  4           1          1             28821   117416    221           
 3846  125020  124411  281          9                  0           5          2             555220  148391    232           
 3846  125020  124411  282          10                 1           5          2             558103  148807    232           
 3846  125037  124428  14           14                 3           1          2             37471   154776    252           
 3846  125080  124471  127          31                 0           4          0             282310  76334     281           
 3846  125085  124476  206          38                 0           4          1             410005  110615    277           
 3846  125148  124539  218          10                 3           5          1             434262  117000    305           
 3846  125153  124544  135          3                  5           5          0             298887  81200     313           
 3846  125158  124549  214          6                  5           5          1             426573  117832    311           
 3846  125160  124551  10           10                 3           1          1             29782   117000    316           
 3846  125193  124584  130          34                 3           4          0             287116  77583     330           
 3846  125211  124602  381          37                 3           6          2             748562  154776    324           
 3846  125218  124609  295          23                 4           5          2             583092  155192    327           
 3846  125264  124655  14           14                 5           1          2             37471   155608    352           
 3846  125276  124667  14           14                 2           1          2             37471   149223    357           
 3846  125283  124674  380          36                 4           6          2             747601  155192    351           
 3846  125292  124683  8            8                  1           1          1             26899   111031    366           
 3846  125313  124704  129          33                 3           4          0             285193  77583     373           
 3846  125322  124713  294          22                 4           5          2             581170  155192    366           
 3846  125371  124762  219          11                 3           5          1             436184  117000    387           
 3846  125373  124764  136          4                  5           5          0             300810  81200     393           
 3846  125408  124799  214          6                  3           5          1             426573  117000    401           
 3846  125424  124815  208          0                  2           5          1             415040  111447    405           
 3846  125463  124854  215          7                  5           5          1             428495  117832    417           
 3846  125472  124863  126          30                 0           4          0             280388  76334     423           
 3846  125482  124873  207          39                 0           4          1             411927  110615    422           
 3846  125506  124897  282          10                 0           5          2             557142  148391    426           
 3846  125511  124902  32           32                 5           1          1             72071   117832    434           
 3846  125571  124962  14           14                 0           1          2             37471   148391    448           
 3846  125624  125015  217          9                  3           5          1             432340  117000    462           
 3846  125631  125022  281          9                  1           5          2             556181  148807    459           
 3920  127184  126575  61           61                 0           1          2             127816  148391    56            
 3920  127191  126582  24           24                 5           2          0             69174   81200     89            
 3920  127201  126592  64           64                 3           1          2             133583  154776    73            
 3920  127216  126607  44           44                 2           1          1             95138   111447    107           
 3920  127223  126614  46           46                 4           1          1             99944   117416    113           
 3920  127249  126640  22           22                 2           2          0             65330   77167     154           
 3920  127250  126641  23           23                 3           2          0             66291   77583     155           
 3920  127290  126681  22           22                 0           2          0             65330   76334     190           
 3920  127297  126688  47           47                 5           1          1             100905  117832    185           
 3920  127303  126694  43           43                 1           1          1             94177   111031    192           
 3920  127338  126729  24           24                 4           2          0             68213   80783     223           
 3920  127359  126750  64           64                 4           1          2             134544  155192    221           
 3920  127379  126770  61           61                 1           1          2             128777  148807    235           
 3920  127397  126788  24           24                 7           2          0             69174   82032     257           
 3920  127696  127087  25           25                 6           2          0             70136   81616     380           
 3920  127766  127157  46           46                 3           1          1             98983   117000    399           
 3920  127852  127243  61           61                 2           1          2             127816  149223    422           
 3920  127893  127284  64           64                 5           1          2             133583  155608    433           
 3920  127932  127323  22           22                 1           2          0             64369   76751     451           
 3920  127985  127376  44           44                 0           1          1             95138   110615    462           
 3999  129675  129066  127          55                 4           2          2             256764  155192    14            
 3999  129686  129077  104          32                 5           2          2             211591  155608    30            
 3999  129690  129081  66           0                  4           3          0             151360  80783     63            
 3999  129702  129093  104          32                 4           2          2             212552  155192    48            
 3999  129708  129099  109          53                 3           2          1             221238  117000    66            
 3999  129710  129101  143          71                 2           2          2             286559  149223    49            
 3999  129730  129121  107          35                 1           2          2             218319  148807    82            
 3999  129735  129126  128          56                 4           2          2             258686  155192    85            
 3999  129745  129136  66           0                  5           3          0             152321  81200     127           
 3999  129756  129147  103          47                 0           2          1             209705  110615    118           
 3999  129756  129147  142          70                 1           2          2             285597  148807    103           
 3999  129770  129161  103          31                 3           2          2             209669  154776    127           
 3999  129787  129178  108          36                 0           2          2             219280  148391    147           
 3999  129793  129184  103          47                 1           2          1             210666  111031    157           
 3999  129801  129192  126          54                 3           2          2             253880  154776    158           
 3999  129801  129192  142          70                 0           2          2             284636  148391    152           
 3999  129822  129213  67           1                  6           3          0             153282  81616     197           
 3999  129828  129219  104          48                 2           2          1             211627  111447    187           
 3999  129828  129219  149          5                  5           3          2             299211  155608    175           
 3999  129830  129221  130          58                 3           2          2             261569  154776    183           
 3999  129839  129230  127          55                 5           2          2             255803  155608    190           
 3999  129869  129260  109          53                 4           2          1             222199  117416    219           
 3999  129888  129279  110          54                 5           2          1             223160  117832    231           
 3999  129892  129283  148          4                  4           3          2             298250  155192    222           
 3999  129904  129295  128          56                 3           2          2             257725  154776    235           
 3999  129934  129325  103          31                 4           2          2             210630  155192    253           
 3999  129935  129326  67           1                  7           3          0             154243  82032     266           
 3999  129948  129339  102          30                 4           2          2             208708  155192    260           
 3999  129976  129367  107          35                 2           2          2             217358  149223    275           
 3999  129985  129376  148          4                  3           3          2             297288  154776    275           
 3999  130023  129414  129          57                 4           2          2             260608  155192    297           
 3999  130053  129444  63           33                 3           2          0             144393  77583     321           
 3999  130088  129479  62           32                 0           2          0             143432  76334     335           
 4014  130163  129554  254          54                 4           4          2             503162  155192    17            
 4014  130195  129586  108          12                 3           4          0             244826  77583     85            
 4014  130201  129592  115          19                 7           4          0             259243  82032     90            
 3999  130206  129597  126          54                 4           2          2             254842  155192    368           
 4014  130206  129597  244          44                 2           4          2             482978  149223    70            
 3999  130233  129624  63           33                 1           2          0             144393  76751     386           
 3999  130251  129642  62           32                 2           2          0             143432  77167     392           
 4014  130279  129670  176          8                  0           4          1             352337  110615    164           
 3999  130290  129681  102          30                 5           2          2             207747  155608    396           
 4014  130306  129697  254          54                 3           4          2             502200  154776    175           
 4014  130310  129701  255          55                 5           4          2             504123  155608    178           
 4014  130330  129721  113          17                 4           4          0             254438  80783     212           
 4014  130332  129723  189          21                 5           4          1             377327  117832    205           
 4014  130333  129724  187          19                 3           4          1             373482  117000    206           
 4014  130342  129733  105          9                  0           4          0             240021  76334     221           
 4014  130358  129749  107          11                 2           4          0             243865  77167     231           
 4014  130363  129754  115          19                 6           4          0             258282  81616     233           
 4014  130397  129788  243          43                 1           4          2             482017  148807    240           
 3999  130399  129790  111          39                 3           2          2             225047  154776    429           
 4014  130413  129804  178          10                 2           4          1             356182  111447    256           
 3999  130507  129898  62           32                 1           2          0             142471  76751     465           
 4014  130550  129941  176          8                  1           4          1             353299  111031    320           
 4014  130554  129945  242          42                 0           4          2             479134  148391    317           
 4014  130633  130024  118          22                 7           4          0             265010  82032     355           
 4014  130648  130039  113          17                 5           4          0             255399  81200     361           
 4014  130674  130065  106          10                 1           4          0             240982  76751     371           
 4014  130685  130076  187          19                 4           4          1             374443  117416    370           
 4014  130692  130083  188          20                 4           4          1             376365  117416    372           
 4014  130703  130094  107          11                 1           4          0             242904  76751     380           
 4014  130723  130114  114          18                 5           4          0             257321  81200     386           
 4014  130756  130147  117          21                 7           4          0             263088  82032     396           
 4014  130778  130169  159          47                 3           3          1             318505  117000    400           
 4014  130825  130216  243          43                 0           4          2             481056  148391    411           
 4014  130835  130226  116          20                 0           4          0             261165  76334     421           
 4014  130844  130235  177          9                  1           4          1             355221  111031    421           
 4086  132463  131854  254          6                  1           6          1             505614  111031    22            
 4086  132495  131886  341          69                 1           5          2             671515  148807    42            
 4086  132498  131889  355          11                 4           6          2             699545  155192    43            
 4086  132536  131927  270          22                 5           6          1             535409  117832    104           
 4086  132541  131932  174          12                 7           6          0             375068  82032     126           
 4086  132548  131939  164          2                  3           6          0             354884  77583     135           
 4086  132560  131951  162          0                  1           6          0             351040  76751     148           
 4086  132565  131956  172          10                 5           6          0             371223  81200     151           
 4086  132582  131973  172          10                 4           6          0             370262  80783     167           
 4086  132586  131977  268          20                 3           6          1             531564  117000    158           
 4086  132598  131989  163          1                  2           6          0             353923  77167     182           
 4086  132599  131990  174          12                 6           6          0             374106  81616     181           
 4086  132630  132021  269          21                 4           6          1             534448  117416    195           
 4086  132683  132074  161          29                 0           5          0             348866  76334     241           
 4086  132700  132091  173          11                 5           6          0             373145  81200     249           
 4086  132727  132118  356          12                 5           6          2             700506  155608    248           
 4086  132745  132136  341          69                 0           5          2             670554  148391    260           
 4086  132768  132159  255          7                  2           6          1             506575  111447    279           
 4086  132847  132238  254          6                  0           6          1             504653  110615    315           
 4086  132874  132265  342          70                 2           5          2             672476  149223    320           
 4086  132885  132276  354          10                 3           6          2             696662  154776    323           
 4086  132889  132280  253          5                  0           6          1             502731  110615    332           
 4086  132899  132290  343          71                 2           5          2             674399  149223    330           
 4086  132909  132300  355          11                 3           6          2             698584  154776    333           
 4086  132977  132368  256          8                  2           6          1             508497  111447    364           
 4086  133073  132464  340          68                 0           5          2             668632  148391    391           
 4086  133121  132512  357          13                 5           6          2             702429  155608    405           
 4086  133255  132646  173          11                 6           6          0             372184  81616     452           
 4086  133263  132654  162          0                  2           6          0             352001  77167     454           
 4086  133277  132668  268          20                 4           6          1             532525  117416    454           
