# --------------------------
# TS:0123456789
# Side:A Sector:3 Area:Barrel
# --------------------------
ToA,coarse_time,fine_time,Local_Tube_Number,Tube_Number,Tube_Layer,ChamberId,Chamber_iEta,Station_Type,tube_z,tube_rho,drift_time,event,muonFixedId,csm,mezz,channel,t0,TOF
13090,409,2,3,99,3,1,4,0,3525,4848,539.5657348632812,15,6307202,1,0,18,542.5,19.996753692626953
13111,409,23,31,239,5,3,5,1,7386,7364,216.17718505859375,148,40386334,2,7,4,542.5,34.79158020019531
13147,410,27,42,314,3,5,5,2,9636,9673,233.54815673828125,148,73940521,4,11,19,542.5,45.54558563232422
13158,411,6,30,302,2,5,5,2,9276,9326,243.81048583984375,148,73940253,4,6,4,542.5,43.87701416015625
13162,411,10,8,140,0,1,5,0,4790,4770,268.26092529296875,148,6831111,0,2,2,542.5,22.55158805847168
13165,411,13,19,75,5,3,2,1,2405,7364,667.3134155273438,32,38813458,3,5,5,542.5,25.842823028564453
13191,412,7,18,226,2,3,5,1,6995,6965,280.539306640625,148,40385809,2,4,3,542.5,32.92942428588867
13207,412,23,19,151,5,1,5,0,5120,5075,301.92047119140625,148,6831762,0,7,7,542.5,24.048269271850586
13246,413,30,12,144,3,1,5,0,4895,4848,333.45367431640625,148,6831499,0,2,19,542.5,22.98380470275879
13257,414,9,29,229,3,5,4,2,7065,9673,650.0723876953125,15,73416220,5,7,22,542.5,39.95883560180664
13316,416,4,11,143,3,1,5,0,4865,4848,388.2122802734375,148,6831498,0,2,21,542.5,22.91273307800293
13364,417,20,18,150,5,1,5,0,5090,5075,424.64776611328125,148,6831761,0,5,11,542.5,23.977214813232422
13420,419,12,9,141,0,1,5,0,4820,4770,469.7523193359375,148,6831112,0,2,0,542.5,22.622684478759766
13432,419,24,17,225,2,3,5,1,6965,6965,468.8914794921875,148,40385808,2,4,1,542.5,32.85850524902344
13519,422,15,31,303,2,5,5,2,9306,9326,525.77099609375,148,73940254,4,6,2,542.5,43.947723388671875
13536,423,0,41,313,3,5,5,2,9606,9673,537.5250854492188,148,73940520,4,11,17,542.5,45.474937438964844
13559,423,23,30,238,5,3,5,1,7356,7364,566.248046875,148,40386333,2,7,0,542.5,34.720706939697266
13969,436,17,1,97,7,1,4,0,3480,5127,0.61187744140625,119,6307712,1,1,19,542.5,20.66939353942871
13977,436,25,50,162,5,3,3,1,5036,7364,-2.2298583984375,119,39337777,2,13,3,542.5,29.76112174987793
14013,437,29,1,97,6,1,4,0,3465,5101,35.0867919921875,119,6307584,1,1,13,542.5,20.569475173950195
14062,439,14,49,161,4,3,3,1,5021,7338,64.2762451171875,119,39337648,2,13,9,542.5,29.66122817993164
14160,442,16,49,161,3,3,3,1,5006,7312,140.93865966796875,119,39337520,2,13,17,542.5,29.561336517333984
14164,442,20,39,151,0,3,3,1,4706,6913,145.7279052734375,119,39336998,2,8,18,542.5,27.8970947265625
14223,444,15,30,96,0,1,3,0,3251,4770,200.46112060546875,119,5782557,0,8,3,542.5,19.257646560668945
14236,444,28,8,208,0,5,4,2,6435,9274,192.220947265625,119,73415687,5,0,16,542.5,37.65404510498047
14257,445,17,18,218,3,5,4,2,6735,9673,206.96240234375,119,73416209,5,5,19,542.5,39.318870544433594
14308,447,4,20,220,5,5,4,2,6795,9725,246.5491943359375,119,73416467,5,5,7,542.5,39.575828552246094
14318,447,14,39,151,1,3,3,1,4721,6939,265.94049072265625,119,39337126,2,8,10,542.5,27.997007369995117
14347,448,11,10,210,2,5,4,2,6495,9326,278.682861328125,119,73415945,5,2,3,542.5,37.91089630126953
14489,452,25,8,208,1,5,4,2,6450,9300,389.77734375,119,73415815,5,0,8,542.5,37.75388717651367
14535,454,7,18,218,4,5,4,2,6750,9699,424.050048828125,119,73416337,5,5,11,542.5,39.418697357177734
14545,454,17,40,152,2,3,3,1,4736,6965,443.184326171875,119,39337255,2,8,0,542.5,28.096921920776367
14627,457,3,19,219,4,5,4,2,6780,9699,495.86773681640625,119,73416338,5,5,13,542.5,39.47601318359375
14634,457,10,41,153,2,3,3,1,4766,6965,512.6591186523438,119,39337256,2,10,1,542.5,28.153377532958984
14675,458,19,9,209,1,5,4,2,6480,9300,535.0326538085938,119,73415816,5,2,9,542.5,37.81106948852539
17168,536,16,14,126,3,3,3,1,3955,7312,-7.231689453125,101,39337485,2,3,16,542.5,27.731704711914062
17180,536,28,6,72,0,1,3,0,2530,4770,11.8614501953125,101,5782533,0,0,3,542.5,18.013580322265625
17185,537,1,14,126,4,3,3,1,3970,7338,5.94940185546875,101,39337613,2,3,8,542.5,27.831851959228516
17186,537,2,15,127,5,3,3,1,3985,7364,6.6304931640625,101,39337742,2,3,4,542.5,27.93199920654297
17191,537,7,14,158,2,5,3,2,4915,9326,3.30267333984375,101,72891661,4,2,4,542.5,35.16609191894531
17201,537,17,7,73,1,1,3,0,2545,4796,28.16754150390625,101,5782662,0,2,10,542.5,18.11370277404785
17229,538,13,23,167,2,5,3,2,5185,9326,32.560791015625,101,72891670,4,4,2,542.5,35.595436096191406
17229,538,13,7,73,2,1,3,0,2560,4822,49.94244384765625,101,5782790,0,2,16,542.5,18.213823318481445
17258,539,10,22,166,1,5,3,2,5170,9300,55.3172607421875,101,72891541,4,4,12,542.5,35.495262145996094
17260,539,12,8,74,3,1,3,0,2575,4848,74.06103515625,101,5782919,0,2,20,542.5,18.313947677612305
17289,540,9,22,166,0,5,3,2,5155,9274,79.63616943359375,101,72891413,4,4,20,542.5,35.39508819580078
17296,540,16,30,174,3,5,3,2,5396,9673,83.552001953125,101,72891933,4,7,16,542.5,36.94799041748047
17312,541,0,14,158,3,5,3,2,4915,9673,96.8057861328125,101,72891917,4,3,16,542.5,36.194183349609375
17315,541,3,6,118,0,3,3,1,3715,6913,109.1640625,101,39336965,2,0,20,542.5,26.179664611816406
17317,541,5,14,158,1,5,3,2,4930,9300,101.79345703125,101,72891533,4,2,12,542.5,35.11279296875
17318,541,6,6,118,1,3,3,1,3730,6939,111.40771484375,101,39337093,2,0,12,542.5,26.279804229736328
17323,541,11,7,119,2,3,3,1,3745,6965,115.21380615234375,101,39337222,2,0,2,542.5,26.37994384765625
17334,541,22,30,174,4,5,3,2,5411,9699,113.13934326171875,101,72892061,4,7,8,542.5,37.04816436767578
17358,542,14,13,157,3,5,3,2,4885,9673,132.78857421875,101,72891916,4,3,22,542.5,36.14891052246094
17378,543,2,31,175,5,5,3,2,5426,9725,147.4141845703125,101,72892190,4,7,4,542.5,37.148338317871094
17508,547,4,12,78,7,1,3,0,2710,5127,266.7803955078125,101,5783435,0,3,23,542.5,19.34462547302246
17575,549,7,12,78,6,1,3,0,2695,5101,319.2242431640625,101,5783307,0,3,17,542.5,19.244508743286133
17593,549,25,15,159,0,5,3,2,4945,9274,317.4715576171875,101,72891406,4,2,18,542.5,35.05970001220703
17649,551,17,11,77,5,1,3,0,2680,5075,377.1368408203125,101,5783178,0,3,9,542.5,19.144393920898438
17658,551,26,12,156,4,5,3,2,4870,9699,367.108642578125,101,72892043,4,3,15,542.5,36.20387268066406
17715,553,19,11,77,4,1,3,0,2665,5048,428.7994384765625,101,5783050,0,3,3,542.5,19.044281005859375
17756,554,28,12,78,3,1,3,0,2695,4848,36.36968994140625,118,5782923,0,2,19,542.5,18.505298614501953
17765,555,5,11,11,3,5,1,2,465,9673,4.6015625,44,71843338,4,3,21,542.5,32.30469512939453
17774,555,14,11,77,2,1,3,0,2680,4822,50.5323486328125,118,5782794,0,2,13,542.5,18.405126571655273
17777,555,17,11,77,1,1,3,0,2665,4796,52.976318359375,118,5782666,0,2,7,542.5,18.304954528808594
17788,555,28,11,11,5,5,1,2,465,9725,22.39697265625,44,71843594,4,3,5,542.5,32.478023529052734
17799,556,7,10,76,0,1,3,0,2650,4770,70.26397705078125,118,5782537,0,2,5,542.5,18.204782485961914
17818,556,26,10,10,1,5,1,2,450,9300,47.25311279296875,44,71842953,4,2,11,542.5,31.059368133544922
17843,557,19,16,82,4,1,3,0,2815,5048,103.560546875,118,5783055,0,5,4,542.5,19.28322410583496
17845,557,21,22,166,2,5,3,2,5155,9326,88.859375,118,72891669,4,4,4,542.5,35.54685592651367
