# --------------------------
# TS:0123456789
# Side:A Sector:3 Area:Barrel
# --------------------------
ToA,coarse_time,fine_time,Local_Tube_Number,Tube_Number,Tube_Layer,ChamberId,Chamber_iEta,Station_Type,tube_z,tube_rho,drift_time,event,muonFixedId,csm,mezz,channel,t0,TOF
64897,2028,1,8,170,2,1,6,0,5710,4822,458.84906005859375,89,7355655,1,2,14,542.5,24.932201385498047
64904,2028,8,18,180,5,1,6,0,6010,5075,463.0098876953125,89,7356049,1,5,11,542.5,26.2401065826416
64944,2029,16,20,268,1,3,6,1,8290,6939,484.43621826171875,89,40909971,3,4,15,542.5,36.06376266479492
65041,2032,17,4,34,7,1,2,0,1370,5127,3.57916259765625,69,5259139,1,1,22,542.5,17.702068328857422
65043,2032,19,20,182,7,1,6,0,6070,5127,571.338623046875,89,7356307,1,7,18,542.5,26.50515365600586
65051,2032,27,36,380,3,5,6,2,11636,9673,553.6187133789062,89,74464803,5,9,23,542.5,50.47505569458008
65094,2034,6,2,58,0,3,2,1,1895,6913,38.77606201171875,69,38812673,3,0,19,542.5,23.911462783813477
65115,2034,27,1,31,2,1,2,0,1280,4822,62.44915771484375,69,5258496,1,0,16,542.5,16.644577026367188
65136,2035,16,6,62,3,3,2,1,2015,7312,70.19879150390625,69,38813189,3,1,16,542.5,25.301191329956055
65159,2036,7,2,32,3,1,2,0,1295,4848,96.7274169921875,69,5258625,1,0,20,542.5,16.741308212280273
65172,2036,20,10,82,2,5,2,2,2615,9326,91.315185546875,69,72367369,5,2,3,542.5,32.309791564941406
65222,2038,6,14,86,5,5,2,2,2735,9725,128.98779296875,69,72367885,5,3,0,542.5,33.69968795776367
65245,2038,29,4,34,4,1,2,0,1355,5048,163.21856689453125,69,5258755,1,1,4,542.5,17.437679290771484
65294,2040,14,4,34,6,1,2,0,1355,5101,201.3321533203125,69,5259011,1,1,16,542.5,17.605331420898438
65330,2041,18,35,35,0,3,1,1,1186,6913,-1.33526611328125,145,38288418,2,8,21,542.5,23.397789001464844
65339,2041,27,36,36,0,3,1,1,1216,6913,5.6788330078125,145,38288419,2,8,23,542.5,23.414939880371094
65350,2042,6,52,52,0,5,1,2,1696,9274,6.23773193359375,145,71842867,4,12,23,542.5,31.44974136352539
65357,2042,13,37,37,0,3,1,1,1246,6913,19.7237548828125,145,38288420,2,8,22,542.5,23.432504653930664
65375,2042,31,2,58,1,3,2,1,1910,6939,258.2103271484375,69,38812801,3,0,11,542.5,24.00839614868164
65376,2043,0,20,20,6,1,1,0,915,5101,40.712890625,145,4734739,0,7,12,542.5,17.287132263183594
65385,2043,9,55,55,5,5,1,2,1786,9725,32.04730224609375,145,71843638,4,13,4,542.5,32.98392105102539
65415,2044,7,18,18,1,1,1,0,855,4796,72.21533203125,145,4734097,0,4,9,542.5,16.25339126586914
65419,2044,11,39,39,4,3,1,1,1321,7338,66.721435546875,145,38289062,2,9,12,542.5,24.872333526611328
65451,2045,11,14,86,3,5,2,2,2735,9673,308.06109619140625,69,72367629,5,3,16,542.5,33.53267288208008
65464,2045,24,1,31,1,1,2,0,1265,4796,335.20208740234375,69,5258368,1,0,10,542.5,16.547887802124023
65468,2045,28,6,62,4,3,2,1,2030,7338,329.47686767578125,69,38813317,3,1,8,542.5,25.39815902709961
65523,2047,19,18,18,2,1,1,0,870,4822,156.49609375,145,4734225,0,4,15,542.5,16.347639083862305
65529,2047,25,40,40,5,3,1,1,1336,7364,152.56463623046875,145,38289191,2,9,2,542.5,24.966623306274414
65556,2048,20,9,81,1,5,2,2,2600,9300,391.41229248046875,69,72367240,5,2,9,542.5,32.21273422241211
65559,2048,23,10,82,0,5,2,2,2615,9274,393.82598876953125,69,72367113,5,2,19,542.5,32.14274215698242
65574,2049,6,1,31,0,1,2,0,1280,4770,421.2105712890625,69,5258240,1,0,4,542.5,16.476917266845703
65608,2050,8,19,19,5,1,1,0,900,5075,222.05706787109375,145,4734610,0,7,7,542.5,17.192916870117188
65610,2050,10,6,62,5,3,2,1,2015,7364,440.343994140625,69,38813445,3,1,0,542.5,25.468524932861328
65620,2050,20,37,37,2,3,1,1,1246,6965,225.021728515625,145,38288676,2,8,6,542.5,23.603300094604492
65638,2051,6,54,54,4,5,1,2,1771,9699,229.7979736328125,145,71843509,4,13,8,542.5,32.88955307006836
65679,2052,15,13,85,4,5,2,2,2720,9699,486.11614990234375,69,72367756,5,3,14,542.5,33.60261154174805
65697,2053,1,52,52,1,5,1,2,1711,9300,277.23712158203125,145,71842995,4,12,15,542.5,31.54412078857422
65742,2054,14,2,58,2,3,2,1,1895,6965,544.858642578125,69,38812929,3,0,3,542.5,24.078859329223633
65778,2055,18,52,52,2,5,1,2,1696,9326,340.44207763671875,145,71843123,4,12,7,542.5,31.620450973510742
65844,2057,20,4,34,5,1,2,0,1370,5075,631.0905151367188,69,5258883,1,1,10,542.5,17.534481048583984
65844,2057,20,20,20,4,1,1,0,915,5048,406.5086669921875,145,4734483,0,7,0,542.5,17.116361618041992
65850,2057,26,37,37,1,3,1,1,1261,6939,404.78570556640625,145,38288548,2,8,14,542.5,23.526803970336914
65859,2058,3,55,55,3,5,1,2,1786,9673,402.53045654296875,145,71843382,4,13,20,542.5,32.81326675415039
65878,2058,22,3,33,5,1,2,0,1340,5075,657.6788940429688,69,5258882,1,1,8,542.5,17.508634567260742
65893,2059,5,6,6,1,1,1,0,495,4796,670.8203735351562,69,4734085,0,0,9,542.5,16.08588981628418
65941,2060,21,20,20,7,1,1,0,930,5127,482.02484130859375,145,4734867,0,7,18,542.5,17.38141441345215
65979,2061,27,18,18,3,1,1,0,855,4848,512.6694946289062,145,4734353,0,4,19,542.5,16.424251556396484
66064,2064,16,39,39,3,3,1,1,1306,7312,570.721923828125,145,38288934,2,9,20,542.5,24.77808952331543
66101,2065,21,17,17,0,1,1,0,840,4770,608.2470092773438,145,4733968,0,4,1,542.5,16.159215927124023
66264,2070,24,14,110,1,1,4,0,3855,4796,31.2215576171875,13,6306957,1,4,8,542.5,20.528465270996094
66271,2070,31,49,249,2,5,4,2,7666,9326,16.947021484375,13,73415984,5,12,1,542.5,40.271728515625
66274,2071,2,59,259,3,5,4,2,7967,9673,17.76031494140625,13,73416250,5,15,21,542.5,41.802181243896484
66277,2071,5,21,117,5,1,4,0,4080,5075,40.18408203125,13,6307476,1,7,8,542.5,21.72216033935547
66297,2071,25,13,109,0,1,4,0,3840,4770,57.101806640625,13,6306828,1,4,4,542.5,20.429462432861328
66303,2071,31,21,117,4,1,4,0,4065,5048,60.5955810546875,13,6307348,1,7,2,542.5,21.623159408569336
66317,2072,13,12,180,0,3,4,1,5595,6913,63.4888916015625,13,39861259,3,2,23,542.5,29.667375564575195
66367,2073,31,25,193,5,3,4,1,5985,7364,100.5623779296875,13,39862040,3,7,1,542.5,31.656396865844727
66425,2075,25,14,110,2,1,4,0,3870,4822,156.90374755859375,13,6307085,1,4,14,542.5,20.62748146057129
66426,2075,26,22,118,6,1,4,0,4095,5101,156.4913330078125,13,6307605,1,7,16,542.5,21.8211727142334
66435,2076,3,59,259,4,5,4,2,7982,9699,143.4427490234375,13,73416378,5,15,13,542.5,41.901004791259766
66454,2076,22,48,248,1,5,4,2,7651,9300,160.01458740234375,13,73415855,5,10,8,542.5,40.17289733886719
66488,2077,24,23,191,3,3,4,1,5925,7312,195.3546142578125,13,39861782,3,5,20,542.5,31.3953914642334
66524,2078,28,12,180,1,3,4,1,5610,6939,225.108642578125,13,39861387,3,2,15,542.5,29.76633644104004
66625,2082,1,14,182,2,3,4,1,5655,6965,303.8529052734375,13,39861517,3,2,4,542.5,29.928354263305664
66659,2083,3,24,192,4,3,4,1,5970,7338,328.7862548828125,13,39861911,3,5,10,542.5,31.557476043701172
66689,2084,1,47,247,0,5,4,2,7606,9274,343.77081298828125,13,73415726,5,10,18,542.5,40.01046371459961
66725,2085,5,61,261,5,5,4,2,8027,9725,369.84271240234375,13,73416508,5,15,6,542.5,42.06353759765625
66737,2085,17,22,118,7,1,4,0,4110,5127,399.361083984375,13,6307733,1,7,22,542.5,21.920194625854492
66742,2085,22,15,111,3,1,4,0,3885,4848,404.46099853515625,13,6307214,1,4,18,542.5,20.72650718688965
66816,2088,0,23,119,7,1,4,0,4140,5127,461.0169677734375,13,6307734,1,7,21,542.5,21.983003616333008
66828,2088,12,16,112,3,1,4,0,3915,4848,471.585693359375,13,6307215,1,4,23,542.5,20.789302825927734
66845,2088,29,60,260,5,5,4,2,7997,9725,463.65643310546875,13,73416507,5,15,7,542.5,41.99983596801758
66869,2089,21,48,248,0,5,4,2,7636,9274,484.3321533203125,13,73415727,5,10,16,542.5,40.074073791503906
66915,2091,3,23,191,4,3,4,1,5940,7338,528.8494262695312,13,39861910,3,5,12,542.5,31.494342803955078
66968,2092,24,13,181,2,3,4,1,5625,6965,571.8847045898438,13,39861516,3,2,6,542.5,29.865304946899414
68657,2145,17,30,126,2,1,4,0,4351,4822,24.6143798828125,131,6307101,1,8,15,542.5,21.66686248779297
68669,2145,29,12,284,4,5,5,2,8750,9699,12.0816650390625,131,73940619,4,3,15,542.5,43.574554443359375
68680,2146,8,6,214,4,3,5,1,6650,7338,31.21551513671875,131,40386181,2,1,8,542.5,33.03447723388672
68689,2146,17,1,133,4,1,5,0,4565,5048,48.576416015625,131,6831616,0,1,1,542.5,22.704814910888672
68720,2147,16,36,204,2,3,4,1,6316,6965,64.1356201171875,131,39861539,3,8,7,542.5,31.364356994628906
68735,2147,31,1,133,5,1,5,0,4580,5075,84.41595458984375,131,6831744,0,1,7,542.5,22.802778244018555
68753,2148,17,3,135,7,1,5,0,4640,5127,98.21539306640625,131,6832002,0,1,20,542.5,23.065868377685547
68766,2148,30,7,215,5,3,5,1,6665,7364,98.30511474609375,131,40386310,2,1,4,542.5,33.13241195678711
68776,2149,8,30,126,1,1,4,0,4336,4796,117.68109130859375,131,6306973,1,8,9,542.5,21.568897247314453
68808,2150,8,13,285,5,5,5,2,8765,9725,120.57745361328125,131,73940748,4,3,6,542.5,43.67253494262695
68840,2151,8,34,202,0,3,4,1,6256,6913,158.14874267578125,131,39861281,3,8,19,542.5,31.101228713989258
68862,2151,30,12,284,3,5,5,2,8735,9673,162.9609375,131,73940491,4,3,23,542.5,43.47658157348633
68897,2153,1,31,127,3,1,4,0,4366,4848,212.01641845703125,131,6307230,1,10,22,542.5,21.764848709106445
68907,2153,11,6,214,3,3,5,1,6635,7312,208.6572265625,131,40386053,2,1,16,542.5,32.936553955078125
69009,2156,17,35,203,1,3,4,1,6301,6939,290.01483154296875,131,39861410,3,8,13,542.5,31.266441345214844
69041,2157,17,28,124,0,1,4,0,4290,4770,324.87744140625,131,6306843,1,8,5,542.5,21.403825759887695
69102,2159,14,2,134,6,1,5,0,4595,5101,371.0367431640625,131,6831873,0,1,12,542.5,22.900760650634766
69148,2160,28,1,273,2,5,5,2,8405,9326,387.99615478515625,131,73940224,4,0,1,542.5,41.878868103027344
69153,2161,1,3,135,6,1,5,0,4625,5101,410.81329345703125,131,6831874,0,1,14,542.5,22.967933654785156
69191,2162,7,29,125,0,1,4,0,4320,4770,441.997802734375,131,6306844,1,8,1,542.5,21.470951080322266
69197,2162,13,2,274,2,5,5,2,8435,9326,426.21026611328125,131,73940225,4,0,3,542.5,41.94600296020508
69254,2164,6,72,272,0,5,4,2,8357,9274,471.04364013671875,131,73415751,5,16,16,542.5,41.64385986328125
69319,2166,7,34,202,1,3,4,1,6271,6939,532.2695922851562,131,39861409,3,8,11,542.5,31.199180603027344
69338,2166,26,29,59,7,1,2,0,2120,5127,9.804931640625,91,5259164,1,9,21,542.5,18.507570266723633
69340,2166,28,36,92,0,3,2,1,2916,6913,4.84649658203125,91,38812707,3,8,23,542.5,25.028480529785156
69344,2167,0,30,60,5,1,2,0,2151,5075,14.61376953125,91,5258909,1,9,11,542.5,18.386207580566406
69356,2167,12,52,124,2,5,2,2,3876,9326,8.6845703125,91,72367411,5,12,7,542.5,33.69041442871094
69393,2168,17,30,60,4,1,2,0,2136,5048,52.99444580078125,91,5258781,1,9,5,542.5,18.28677749633789
69409,2169,1,42,98,5,3,2,1,3096,7364,57.13275146484375,91,38813481,3,11,3,542.5,26.648483276367188
69428,2169,20,32,128,3,1,4,0,4396,4848,626.79296875,131,6307231,1,10,20,542.5,21.832014083862305
69444,2170,4,36,92,1,3,2,1,2931,6939,85.99713134765625,91,38812835,3,8,15,542.5,25.12789535522461
69445,2170,5,31,61,6,1,2,0,2166,5101,93.42059326171875,91,5259038,1,11,13,542.5,18.48564338684082
69491,2171,19,29,237,0,3,5,1,7325,6913,14.2437744140625,22,40385564,2,6,22,542.5,33.60000228881836
69496,2171,24,68,340,5,5,5,2,10417,9725,4.2119140625,22,73940803,4,17,7,542.5,47.53811264038086
69503,2171,31,30,60,6,1,2,0,2136,5101,138.77203369140625,91,5259037,1,9,17,542.5,18.44671630859375
69504,2172,0,28,160,6,1,5,0,5375,5101,33.27996826171875,22,6831899,0,9,16,542.5,24.72004508972168
69508,2172,4,29,59,6,1,2,0,2105,5101,142.71673583984375,91,5259036,1,9,15,542.5,18.40825080871582
69511,2172,7,5,213,3,3,5,1,6605,7312,680.5994262695312,131,40386052,2,1,22,542.5,32.86931610107422
69519,2172,15,16,148,0,1,5,0,5030,4770,46.59234619140625,22,6831119,0,4,5,542.5,23.126388549804688
69523,2172,19,31,239,2,3,5,1,7386,6965,38.97894287109375,22,40385822,2,6,2,542.5,33.864830017089844
69530,2172,26,3,251,3,3,6,1,7765,7312,42.733642578125,22,40910338,3,1,21,542.5,35.57883071899414
69544,2173,8,66,338,3,5,5,2,10357,9673,41.97674560546875,22,73940545,4,17,19,542.5,47.273231506347656
69545,2173,9,19,151,3,1,5,0,5105,4848,66.54400634765625,22,6831506,0,6,22,542.5,23.487241744995117
69557,2173,21,41,97,4,3,2,1,3081,7338,172.857177734375,91,38813352,3,11,9,542.5,26.549089431762695
69567,2173,31,52,324,1,5,5,2,9951,9300,61.7833251953125,22,73940147,4,12,15,542.5,45.43543243408203
69571,2174,3,27,57,3,1,2,0,2045,4848,192.78857421875,91,5258650,1,8,18,542.5,17.555160522460938
69592,2174,24,26,158,4,1,5,0,5315,5048,102.29473876953125,22,6831641,0,9,0,542.5,24.45525360107422
69599,2174,31,5,253,5,3,6,1,7825,7364,96.37506103515625,22,40910596,3,1,6,542.5,35.84366989135742
69606,2175,6,31,61,7,1,2,0,2181,5127,219.1024169921875,91,5259166,1,11,19,542.5,18.5850887298584
69606,2175,6,37,93,2,3,2,1,2946,6965,212.460205078125,91,38812964,3,8,6,542.5,25.22731590270996
69617,2175,17,53,325,2,5,5,2,9966,9326,100.75,22,73940276,4,12,6,542.5,45.531280517578125
69625,2175,25,18,150,2,1,5,0,5090,4822,129.14007568359375,22,6831377,0,4,15,542.5,23.39118766784668
69634,2176,2,57,129,3,5,2,2,4026,9673,224.61090087890625,91,72367672,5,15,17,542.5,34.95161819458008
69641,2176,9,17,149,1,1,5,0,5045,4796,141.80877685546875,22,6831248,0,4,7,542.5,23.222457885742188
69674,2177,10,26,56,0,1,2,0,2030,4770,273.51654052734375,91,5258265,1,8,2,542.5,17.295957565307617
69677,2177,13,51,123,1,5,2,2,3861,9300,259.565185546875,91,72367282,5,12,13,542.5,33.59107208251953
69682,2177,18,27,159,5,1,5,0,5360,5075,172.4384765625,22,6831770,0,9,8,542.5,24.62400245666504
69691,2177,27,3,251,4,3,6,1,7780,7338,168.4189453125,22,40910466,3,1,13,542.5,35.6747932434082
69701,2178,5,29,59,5,1,2,0,2120,5075,293.55889892578125,91,5258908,1,9,9,542.5,18.347341537475586
69755,2179,27,51,323,0,5,5,2,9906,9274,208.82733154296875,22,73940018,4,12,21,542.5,45.26641082763672
69800,2181,8,67,339,4,5,5,2,10402,9699,241.80767822265625,22,73940674,4,17,13,542.5,47.442298889160156
69806,2181,14,57,129,5,5,2,2,4026,9725,358.82562255859375,91,72367928,5,15,1,542.5,35.111881256103516
69822,2181,30,29,59,4,1,2,0,2105,5048,388.18951416015625,91,5258780,1,9,3,542.5,18.247976303100586
69830,2182,6,26,56,2,1,2,0,2030,4822,395.23175048828125,91,5258521,1,8,14,542.5,17.455753326416016
69860,2183,4,41,97,3,3,2,1,3066,7312,409.67529296875,91,38813224,3,11,17,542.5,26.4497013092041
69862,2183,6,28,58,7,1,2,0,2090,5127,419.218017578125,91,5259163,1,9,22,542.5,18.46950340270996
69880,2183,24,29,161,7,1,5,0,5420,5127,326.8612060546875,22,6832028,0,9,21,542.5,24.888813018798828
69883,2183,27,29,237,1,3,5,1,7340,6939,320.39776611328125,22,40385692,2,6,14,542.5,33.69599533081055
69896,2184,8,28,160,7,1,5,0,5390,5127,339.43389892578125,22,6832027,0,9,22,542.5,24.816120147705078
69900,2184,12,30,238,1,3,5,1,7371,6939,333.60614013671875,22,40385693,2,6,12,542.5,33.76887130737305
69996,2187,12,27,57,1,1,2,0,2045,4796,524.9796142578125,91,5258394,1,8,6,542.5,17.39541244506836
70012,2187,28,57,129,4,5,2,2,4041,9699,519.8240356445312,91,72367800,5,15,9,542.5,35.05097198486328
70016,2188,0,66,338,4,5,5,2,10372,9699,410.63092041015625,22,73940673,4,17,11,542.5,47.36907196044922
70073,2189,25,51,123,0,5,2,2,3846,9274,569.0394897460938,91,72367154,5,12,21,542.5,33.491737365722656
70096,2190,16,52,324,0,5,5,2,9936,9274,475.160400390625,22,73940019,4,12,23,542.5,45.339599609375
70156,2192,12,27,57,7,1,2,0,2060,5127,648.943115234375,91,5259162,1,9,20,542.5,18.431903839111328
70195,2193,19,26,158,5,1,5,0,5330,5075,573.2924194335938,22,6831769,0,9,6,542.5,24.55134391784668
70204,2193,28,4,252,4,3,6,1,7810,7338,569.1272583007812,22,40910467,3,1,15,542.5,35.74774169921875
70216,2194,8,52,124,0,5,2,2,3876,9274,680.7197265625,91,72367155,5,12,23,542.5,33.53024673461914
70271,2195,31,54,326,2,5,5,2,9996,9326,611.6142578125,22,73940277,4,12,4,542.5,45.60448455810547
70295,2196,23,18,150,1,1,5,0,5075,4796,652.673583984375,22,6831249,0,4,9,542.5,23.295167922973633
70703,2209,15,7,7,7,1,1,0,540,5127,2.52215576171875,74,4734854,0,3,19,542.5,17.196609497070312
70714,2209,26,6,6,0,1,1,0,510,4770,12.30767822265625,74,4733957,0,0,3,542.5,16.004837036132812
70750,2210,30,25,25,4,5,1,2,900,9699,23.944091796875,74,71843480,4,7,9,542.5,32.49338912963867
70781,2211,29,7,7,5,1,1,0,540,5075,63.6322021484375,74,4734598,0,3,7,542.5,17.024045944213867
70784,2212,0,16,16,4,5,1,2,630,9699,50.57757568359375,74,71843471,4,3,10,542.5,32.42243576049805
70806,2212,22,24,24,1,5,1,2,870,9300,69.02880859375,74,71842967,4,4,8,542.5,31.158714294433594
70810,2212,26,6,6,2,1,1,0,510,4822,87.1351318359375,74,4734213,0,0,15,542.5,16.177391052246094
70855,2214,7,18,18,3,5,1,2,675,9673,106.122802734375,74,71843345,4,5,19,542.5,32.345977783203125
70879,2214,31,20,20,5,3,1,1,735,7364,132.531005859375,74,38289171,2,5,7,542.5,24.687719345092773
70884,2215,4,18,18,1,3,1,1,690,6939,137.86309814453125,74,38288529,2,4,11,542.5,23.261920928955078
70934,2216,22,19,19,2,3,1,1,705,6965,176.834228515625,74,38288658,2,4,5,542.5,23.353254318237305
70944,2217,0,15,15,5,5,1,2,585,9725,175.5003662109375,74,71843598,4,3,4,542.5,32.49964141845703
70963,2217,19,19,19,4,3,1,1,720,7338,198.247314453125,74,38289042,2,5,13,542.5,24.5964412689209
71005,2218,29,7,7,3,1,1,0,525,4848,239.38726806640625,74,4734342,0,2,22,542.5,16.268993377685547
71032,2219,24,15,15,4,5,1,2,600,9699,244.33392333984375,74,71843470,4,3,12,542.5,32.41609191894531
71079,2221,7,7,7,4,1,1,0,525,5048,296.5362548828125,74,4734470,0,3,1,542.5,16.93251609802246
71092,2221,20,20,20,3,3,1,1,735,7312,299.10992431640625,74,38288915,2,5,23,542.5,24.515058517456055
71160,2223,24,25,25,2,5,1,2,885,9326,345.50018310546875,74,71843096,4,6,1,542.5,31.249797821044922
71168,2224,0,19,19,3,5,1,2,705,9673,350.64691162109375,74,71843346,4,5,21,542.5,32.353111267089844
71223,2225,23,19,19,0,3,1,1,705,6913,402.78814697265625,74,38288402,2,4,21,542.5,23.180618286132812
71337,2229,9,26,26,5,5,1,2,915,9725,482.44683837890625,74,71843609,4,7,3,542.5,32.58443832397461
71400,2231,8,7,7,1,1,1,0,525,4796,548.1535034179688,74,4734086,0,2,10,542.5,16.096487045288086
71403,2231,11,17,17,4,5,1,2,660,9699,534.1646728515625,74,71843472,4,5,9,542.5,32.4290885925293
71509,2234,21,25,25,0,5,1,2,885,9274,618.3292236328125,74,71842840,4,6,17,542.5,31.07705307006836
71548,2235,28,25,25,3,5,1,2,885,9673,647.4725952148438,74,71843352,4,7,17,542.5,32.40238952636719
71562,2236,10,7,7,6,1,1,0,525,5101,673.7073974609375,74,4734726,0,3,13,542.5,17.105121612548828
71977,2249,9,17,217,3,5,4,2,6705,9673,25.76953125,98,73416208,5,5,17,542.5,39.2617073059082
72013,2250,13,40,152,2,3,3,1,4736,6965,65.059326171875,98,39337255,2,8,0,542.5,28.096921920776367
72024,2250,24,48,160,3,3,3,1,4976,7312,72.2451171875,98,39337519,2,11,18,542.5,29.504852294921875
72072,2252,8,17,217,4,5,4,2,6720,9699,99.888427734375,98,73416336,5,5,9,542.5,39.36155319213867
72097,2253,1,7,207,0,5,4,2,6405,9274,121.1842041015625,98,73415686,5,0,18,542.5,37.59701919555664
72103,2253,7,28,94,0,1,3,0,3190,4770,144.3232421875,98,5782555,0,8,5,542.5,19.145530700683594
72106,2253,10,39,151,1,3,3,1,4721,6939,137.81549072265625,98,39337126,2,8,10,542.5,27.997007369995117
72128,2254,0,48,160,4,3,3,1,4991,7338,153.395263671875,98,39337647,2,11,10,542.5,29.604766845703125
72216,2256,24,29,95,1,1,3,0,3205,4796,232.5045166015625,98,5782684,0,8,7,542.5,19.245500564575195
72229,2257,5,18,218,5,5,4,2,6735,9725,222.44482421875,98,73416465,5,5,3,542.5,39.461402893066406
72261,2258,5,39,151,0,3,3,1,4706,6913,259.0091552734375,98,39336998,2,8,18,542.5,27.8970947265625
72266,2258,10,7,207,1,5,4,2,6420,9300,253.1156005859375,98,73415814,5,0,10,542.5,37.69688034057617
72295,2259,7,49,161,5,3,3,1,5006,7364,283.7640380859375,98,39337776,2,13,1,542.5,29.704681396484375
72409,2262,25,29,95,2,1,3,0,3220,4822,383.185791015625,98,5782812,0,8,13,542.5,19.34547233581543
72508,2265,28,9,209,2,5,4,2,6465,9326,442.021240234375,98,73415944,5,2,1,542.5,37.853729248046875
72554,2267,10,8,208,2,5,4,2,6435,9326,478.0157470703125,98,73415943,5,0,0,542.5,37.7967414855957
72630,2269,22,30,96,3,1,3,0,3236,4848,555.7420654296875,98,5782941,0,8,19,542.5,19.445446014404297
72696,2271,24,30,96,2,1,3,0,3251,4822,607.3486938476562,98,5782813,0,8,15,542.5,19.40129280090332
72748,2273,12,47,159,5,3,3,1,4946,7364,12.78253173828125,70,39337774,2,11,4,542.5,29.592491149902344
72750,2273,14,8,208,3,5,4,2,6435,9673,5.182373046875,70,73416199,5,1,18,542.5,38.75511169433594
72782,2274,14,46,158,4,3,3,1,4931,7338,39.4449462890625,70,39337645,2,11,8,542.5,29.492538452148438
72782,2274,14,8,208,4,5,4,2,6450,9699,30.0823974609375,70,73416327,5,1,10,542.5,38.85509490966797
72802,2275,2,56,200,0,5,3,2,6176,9274,47.3929443359375,70,72891447,4,12,16,542.5,37.16957092285156
72808,2275,8,1,97,7,1,4,0,3480,5127,68.58062744140625,70,6307712,1,1,19,542.5,20.66939353942871
72826,2275,26,9,209,5,5,4,2,6465,9725,64.357421875,70,73416456,5,3,1,542.5,38.955081939697266
72832,2276,0,46,158,3,3,3,1,4916,7312,78.607421875,70,39337517,2,11,16,542.5,29.3925838470459
72840,2276,8,56,200,1,5,3,2,6191,9300,76.98046875,70,72891575,4,12,8,542.5,37.269554138183594
72857,2276,25,37,149,2,3,3,1,4646,6965,99.60223388671875,70,39337252,2,8,6,542.5,27.92902374267578
72858,2276,26,1,97,6,1,4,0,3465,5101,107.7430419921875,70,6307584,1,1,13,542.5,20.569475173950195
72877,2277,13,37,149,0,3,3,1,4646,6913,115.37139892578125,70,39336996,2,8,22,542.5,27.784832000732422
72938,2279,10,37,149,1,3,3,1,4661,6939,162.927734375,70,39337124,2,8,14,542.5,27.88478660583496
73030,2282,6,38,150,2,3,3,1,4676,6965,234.7027587890625,70,39337253,2,8,4,542.5,27.984743118286133
73100,2284,12,30,96,0,1,3,0,3251,4770,298.11737060546875,70,5782557,0,8,3,542.5,19.257646560668945
73176,2286,24,1,201,2,5,4,2,6225,9326,339.34710693359375,70,73415936,5,0,1,542.5,37.40290832519531
73369,2292,25,55,199,0,5,3,2,6146,9274,490.4171142578125,70,72891446,4,12,18,542.5,37.114131927490234
73459,2295,19,6,138,3,1,5,0,4715,4848,0.2830810546875,7,6831493,0,0,19,542.5,22.560697555541992
73463,2295,23,4,136,2,1,5,0,4670,4822,3.574951171875,7,6831363,0,0,17,542.5,22.39377784729004
73464,2295,24,3,135,0,1,5,0,4640,4770,4.550537109375,7,6831106,0,0,0,542.5,22.19947624206543
73485,2296,13,14,146,6,1,5,0,4955,5101,19.43402099609375,7,6831885,0,5,12,542.5,23.722232818603516
73496,2296,24,22,230,5,3,5,1,7115,7364,17.59100341796875,7,40386325,2,5,0,542.5,34.15900421142578
73504,2297,0,32,304,5,5,5,2,9336,9725,13.03082275390625,7,73940767,4,7,2,542.5,44.96916580200195
73536,2298,0,18,290,0,5,5,2,8915,9274,40.08758544921875,7,73939985,4,4,19,542.5,42.91239547729492
73537,2298,1,8,216,1,3,5,1,6710,6939,51.58172607421875,7,40385671,2,0,8,542.5,32.19953536987305
73588,2299,20,8,216,0,3,5,1,6695,6913,91.52264404296875,7,40385543,2,0,16,542.5,32.102352142333984
73610,2300,10,18,290,1,5,5,2,8930,9300,97.8028564453125,7,73940113,4,4,11,542.5,43.009666442871094
73624,2300,24,31,303,3,5,5,2,9306,9673,106.975341796875,7,73940510,4,7,20,542.5,44.774627685546875
73630,2300,30,13,145,5,1,5,0,4940,5075,132.8123779296875,7,6831756,0,5,7,542.5,23.625106811523438
73659,2301,27,21,229,4,3,5,1,7100,7338,145.03192138671875,7,40386196,2,5,14,542.5,34.06180953979492
73666,2302,2,4,136,1,1,5,0,4655,4796,162.265869140625,7,6831235,0,0,11,542.5,22.296613693237305
73711,2303,15,5,137,2,1,5,0,4700,4822,197.25518798828125,7,6831364,0,0,13,542.5,22.463584899902344
73713,2303,17,30,302,3,5,5,2,9276,9673,176.5760498046875,7,73940509,4,7,16,542.5,44.705230712890625
73746,2304,18,31,303,4,5,5,2,9321,9699,202.19061279296875,7,73940638,4,7,12,542.5,44.871891021728516
73763,2305,3,12,144,4,1,5,0,4895,5048,236.8856201171875,7,6831627,0,3,5,542.5,23.458158493041992
73765,2305,5,14,146,7,1,5,0,4970,5127,238.08685302734375,7,6832013,0,5,18,542.5,23.819381713867188
73777,2305,17,20,228,3,3,5,1,7055,7312,237.38623046875,7,40386067,2,5,23,542.5,33.894989013671875
73851,2307,27,9,217,2,3,5,1,6725,6965,296.7969970703125,7,40385800,2,2,1,542.5,32.29673767089844
73923,2310,3,4,136,3,1,5,0,4655,4848,362.92230224609375,7,6831491,0,0,23,542.5,22.42146873474121
73924,2310,4,20,292,2,5,5,2,8975,9326,342.9486083984375,7,73940243,4,4,7,542.5,43.176361083984375
