 BCID  ToA     nTC  TC_sent  TC_id  Eta              Phi            pT_thr  Charge  Coincidence  z_RPC0  z_RPC1  z_RPC2  z_RPC3  event  
 3926  127776  1    1        0      0.153726667166   746.81262207   20      1       5            797     1063    1196    1636    14449  
 3928  127840  1    1        0      0.838169038296   720.374389648  20      1       2            4799    6496    0       9502    7674   
 3969  129152  1    1        0      0.326305925846   613.851379395  20      0       5            1687    2271    2483    3225    23005  
 3981  129536  1    1        0      0.432697325945   973.84564209   20      0       4            0       3055    3346    4292    22324  
 3983  129600  1    1        0      0.864488303661   927.531616211  20      1       3            4989    0       7349    9706    18945  
 3988  129760  1    1        0      0.635821044445   734.677429199  20      1       5            3478    4609    5099    6850    11956  
 3998  130080  1    1        0      0.29347500205    931.720153809  20      1       5            1518    2046    2285    3004    16531  
 4037  131328  1    1        0      0.0253058969975  924.475341797  20      1       4            0       174     200     280     13018  
 4039  131392  1    1        0      0.504587233067   990.344848633  20      1       5            2692    3600    3971    5280    11483  
 4050  131744  1    1        0      0.145154997706   720.442932129  20      1       5            750     1010    1116    1466    23942  
 4088  132960  1    1        0      0.9198102355     668.804504395  20      1       5            5387    7275    8065    10775   8891   
