 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_radius  event  
 93822   2912         29         106          10                 7           4          0             241943  82032     350           30225  
 93824   2912         31         96           0                  6           4          0             221760  81616     353           30225  
 93826   2913         1          143          71                 1           2          2             287520  148807    347           30225  
 93830   2913         5          18           18                 3           1          1             45160   117000    328           59949  
 93832   2913         7          155          43                 0           3          1             310816  110615    354           30225  
 93855   2913         30         98           2                  5           4          0             226565  81200     362           30225  
 93873   2914         16         6            6                  4           2          0             33613   80783     348           59949  
 93894   2915         5          193          25                 3           4          1             385016  117000    372           30225  
 93899   2915         10         89           23                 2           3          0             196532  77167     379           30225  
 93905   2915         16         17           17                 2           1          1             43238   111447    357           59949  
 93916   2915         27         336          64                 2           5          2             660943  149223    373           30225  
 93917   2915         28         5            5                  7           2          0             32652   82032     364           59949  
 93924   2916         3          393          49                 2           6          2             771629  149223    374           30225  
 93933   2916         12         313          41                 0           5          2             616731  148391    380           30225  
 93945   2916         24         326          54                 1           5          2             642682  148807    383           30225  
 93947   2916         26         170          2                  4           4          1             341765  117416    390           30225  
 93953   2917         0          154          42                 0           3          1             308894  110615    391           30225  
 93960   2917         7          156          44                 0           3          1             312738  110615    397           30225  
 93966   2917         13         160          16                 5           3          2             320355  155608    394           30225  
 93979   2917         26         319          47                 0           5          2             628265  148391    394           30225  
 93980   2917         27         215          15                 3           4          2             427233  154776    397           30225  
 93981   2917         28         109          13                 6           4          0             246749  81616     404           30225  
 93987   2918         2          327          55                 2           5          2             643643  149223    397           30225  
 94002   2918         17         172          4                  5           4          1             344648  117832    407           30225  
 94005   2918         20         90           24                 2           3          0             198454  77167     412           30225  
 94006   2918         21         24           24                 2           1          2             56693   149223    388           59949  
 94006   2918         21         24           24                 3           1          2             56693   154776    387           59949  
 94024   2919         7          134          22                 1           3          1             271410  111031    415           30225  
 94025   2919         8          207          7                  0           4          2             411855  148391    412           30225  
 94026   2919         9          236          36                 4           4          2             468561  155192    411           30225  
 94029   2919         12         4            4                  2           2          0             30730   77167     401           59949  
 94033   2919         16         216          16                 3           4          2             429155  154776    413           30225  
 94036   2919         19         25           25                 5           1          2             58616   155608    396           59949  
 94039   2919         22         207          7                  2           4          2             411855  149223    416           30225  
 94042   2919         25         378          34                 3           6          2             742796  154776    412           30225  
 94047   2919         30         207          7                  1           4          2             412816  148807    418           30225  
 94058   2920         9          214          14                 5           4          2             425311  155608    421           30225  
 94061   2920         12         208          8                  2           4          2             413777  149223    423           30225  
 94062   2920         13         165          53                 1           3          1             330999  111031    428           30225  
 94062   2920         13         206          6                  1           4          2             410894  148807    423           30225  
 94063   2920         14         107          11                 7           4          0             243865  82032     428           30225  
 94071   2920         22         135          23                 2           3          1             272371  111447    429           30225  
 94078   2920         29         392          48                 2           6          2             769707  149223    422           30225  
 94087   2921         6          96           0                  0           4          0             222721  76334     437           30225  
 94087   2921         6          177          9                  4           4          1             355221  117416    434           30225  
 94094   2921         13         202          34                 0           4          1             402316  110615    434           30225  
 94094   2921         13         206          6                  0           4          2             409933  148391    432           30225  
 94101   2921         20         90           24                 1           3          0             197493  76751     440           30225  
 94138   2922         25         79           23                 5           2          1             163571  117832    448           30225  
 94146   2923         1          337          65                 2           5          2             662865  149223    443           30225  
 94154   2923         9          7            7                  7           2          0             36496   82032     40            94025  
 94155   2923         10         29           29                 5           1          2             66304   155608    16            94025  
 94155   2923         10         185          17                 5           4          1             369638  117832    453           30225  
 94157   2923         12         190          22                 4           4          1             380210  117416    451           30225  
 94158   2923         13         136          4                  4           5          0             299848  80783     454           30225  
 94161   2923         16         155          43                 2           3          1             310816  111447    453           30225  
 94162   2923         17         104          8                  1           4          0             237137  76751     456           30225  
 94162   2923         17         136          4                  2           5          0             300810  77167     456           30225  
 94172   2923         27         103          7                  7           4          0             236176  82032     459           30225  
 94174   2923         29         24           24                 4           1          2             57654   155192    42            94025  
 94177   2924         0          107          11                 5           4          0             243865  81200     460           30225  
 94185   2924         8          166          54                 0           3          1             331960  110615    458           30225  
 94187   2924         10         20           20                 0           1          1             49004   110615    68            94025  
 94211   2925         2          23           23                 0           1          2             54771   148391    448           59949  
 94220   2925         11         20           20                 2           1          1             49004   111447    107           94025  
 94235   2925         26         21           21                 4           1          1             51888   117416    122           94025  
 94242   2926         1          18           18                 5           1          1             45160   117832    458           59949  
 94264   2926         23         23           23                 5           1          2             54771   155608    144           94025  
 94272   2926         31         7            7                  4           2          0             35535   80783     170           94025  
 94277   2927         4          6            6                  2           2          0             34574   77167     175           94025  
 94282   2927         9          29           29                 3           1          2             66304   154776    160           94025  
 94302   2927         29         27           27                 1           1          2             63421   148807    179           94025  
 94322   2928         17         6            6                  1           2          0             33613   76751     210           94025  
 94331   2928         26         7            7                  5           2          0             36496   81200     215           94025  
 94338   2929         1          27           27                 3           1          2             62460   154776    207           94025  
 94348   2929         11         26           26                 3           1          2             60538   154776    214           94025  
 94361   2929         24         28           28                 2           1          2             64382   149223    222           94025  
 94440   2932         7          22           22                 4           1          2             53810   155192    268           94025  
 94447   2932         14         21           21                 3           1          1             50927   117000    276           94025  
 94556   2935         27         21           21                 5           1          1             50927   117832    325           94025  
 94609   2937         16         125          29                 7           4          0             278466  82032     37            5641   
 94634   2938         9          189          21                 1           4          1             378288  111031    53            5641   
 94642   2938         17         7            7                  6           2          0             35535   81616     360           94025  
 94644   2938         19         258          58                 0           4          2             509889  148391    47            5641   
 94647   2938         22         6            6                  0           2          0             34574   76334     363           94025  
 94647   2938         22         115          19                 0           4          0             259243  76334     84            5641   
 94660   2939         3          116          20                 1           4          0             260204  76751     99            5641   
 94667   2939         10         270          70                 3           4          2             532956  154776    71            5641   
 94709   2940         20         28           28                 0           1          2             64382   148391    377           94025  
 94712   2940         23         190          22                 2           4          1             379249  111447    142           5641   
 94720   2940         31         270          70                 4           4          2             533917  155192    132           5641   
 94723   2941         2          202          34                 5           4          1             402316  117832    150           5641   
 94742   2941         21         123          27                 4           4          0             273660  80783     181           5641   
 94763   2942         10         6            6                  3           2          0             33613   77583     400           94025  
 94785   2943         0          200          32                 3           4          1             398471  117000    203           5641   
 94786   2943         1          28           28                 4           1          2             65343   155192    401           94025  
 94789   2943         4          125          29                 6           4          0             277504  81616     215           5641   
 94833   2944         16         189          21                 0           4          1             377327  110615    236           5641   
 94854   2945         5          258          58                 1           4          2             510851  148807    239           5641   
 94870   2945         21         116          20                 2           4          0             261165  77167     264           5641   
 94890   2946         9          25           25                 3           1          2             58616   154776    432           94025  
 94898   2946         17         46           16                 0           2          0             112676  76334     8             31751  
 94915   2947         2          24           24                 5           1          2             56693   155608    439           94025  
 94918   2947         5          50           20                 7           2          0             120365  82032     34            31751  
 94935   2947         22         260          60                 2           4          2             513734  149223    282           5641   
 94938   2947         25         77           21                 2           2          1             159727  111447    47            31751  
 94939   2947         26         118          22                 3           4          0             264049  77583     298           5641   
 94966   2948         21         102          30                 0           2          2             207747  148391    66            31751  
 94991   2949         14         20           20                 1           1          1             49965   111031    462           94025  
 94997   2949         20         107          35                 5           2          2             217358  155608    100           31751  
 95011   2950         2          106          34                 4           2          2             216397  155192    117           31751  
 95016   2950         7          81           25                 3           2          1             167416  117000    135           31751  
 95034   2950         25         102          30                 1           2          2             208708  148807    144           31751  
 95036   2950         27         259          59                 2           4          2             511812  149223    329           5641   
 95037   2950         28         271          71                 5           4          2             534879  155608    326           5641   
 95051   2951         10         201          33                 4           4          1             401355  117416    337           5641   
 95065   2951         24         123          27                 5           4          0             274621  81200     348           5641   
 95066   2951         25         47           17                 1           2          0             113638  76751     191           31751  
 95096   2952         23         50           20                 6           2          0             119404  81616     212           31751  
 95152   2954         15         76           20                 1           2          1             158765  111031    242           31751  
 95166   2954         29         124          28                 5           4          0             276543  81200     383           5641   
 95177   2955         8          153          9                  5           3          2             306900  155608    3             66147  
 95195   2955         26         152          8                  4           3          2             305939  155192    30            66147  
 95198   2955         29         200          32                 4           4          1             399432  117416    389           5641   
 95201   2956         0          61           31                 0           2          0             141510  76334     66            66147  
 95219   2956         18         152          8                  3           3          2             304977  154776    58            66147  
 95233   2957         0          66           0                  7           3          0             152321  82032     101           66147  
 95256   2957         23         62           32                 1           2          0             142471  76751     130           66147  
 95258   2957         25         111          55                 5           2          1             225083  117832    117           66147  
 95294   2958         29         66           0                  6           3          0             151360  81616     166           66147  
 95298   2959         1          110          54                 4           2          1             224122  117416    159           66147  
 95299   2959         2          106          34                 3           2          2             215436  154776    308           31751  
 95301   2959         4          104          48                 2           2          1             211627  111447    164           66147  
 95311   2959         14         50           20                 4           2          0             119404  80783     323           31751  
 95326   2959         29         62           32                 2           2          0             143432  77167     194           66147  
 95333   2960         4          81           25                 4           2          1             168377  117416    327           31751  
 95338   2960         9          117          21                 3           4          0             262127  77583     435           5641   
 95342   2960         13         110          54                 3           2          1             223160  117000    196           66147  
 95349   2960         20         103          47                 1           2          1             210666  111031    203           66147  
 95355   2960         26         145          1                  0           3          2             291522  148391    198           66147  
 95370   2961         9          47           17                 3           2          0             113638  77583     346           31751  
 95378   2961         17         103          31                 2           2          2             209669  149223    341           31751  
 95381   2961         20         145          1                  1           3          2             292483  148807    217           66147  
 95416   2962         23         103          47                 0           2          1             209705  110615    246           66147  
 95423   2962         30         63           33                 3           2          0             144393  77583     255           66147  
 95426   2963         1          146          2                  2           3          2             293444  149223    244           66147  
 95448   2963         23         47           17                 2           2          0             114599  77167     373           31751  
 95472   2964         15         81           25                 5           2          1             167416  117832    377           31751  
 95527   2966         6          49           19                 5           2          0             118443  81200     399           31751  
 95672   2970         23         76           20                 0           2          1             157804  110615    439           31751  
 96049   2982         16         206          38                 5           4          1             410005  117832    24            64449  
 96054   2982         21         117          21                 0           4          0             263088  76334     48            64449  
 96054   2982         21         264          64                 1           4          2             522384  148807    16            64449  
 96075   2983         10         126          30                 5           4          0             280388  81200     70            64449  
 96098   2984         1          194          26                 2           4          1             386938  111447    84            64449  
 96109   2984         12         127          31                 6           4          0             281349  81616     110           64449  
 96128   2984         31         120          24                 3           4          0             267893  77583     133           64449  
 96129   2985         0          193          25                 1           4          1             385977  111031    120           64449  
 96151   2985         22         277          5                  5           5          2             547531  155608    126           64449  
 96154   2985         25         173          11                 6           6          0             372184  81616     2             76861  
 96168   2986         7          171          9                  4           6          0             368340  80783     25            76861  
 96195   2987         2          275          3                  3           5          2             543686  154776    170           64449  
 96208   2987         15         205          37                 4           4          1             409044  117416    192           64449  
 96214   2987         21         265          65                 2           4          2             523345  149223    188           64449  
 96238   2988         13         162          0                  2           6          0             352001  77167     108           76861  
 96243   2988         18         118          22                 1           4          0             264049  76751     227           64449  
 96253   2988         28         269          21                 4           6          1             534448  117416    106           76861  
 96272   2989         15         264          64                 0           4          2             521423  148391    229           64449  
 96275   2989         18         357          13                 4           6          2             703390  155192    114           76861  
 96281   2989         24         254          6                  1           6          1             505614  111031    140           76861  
 96286   2989         29         126          30                 4           4          0             279427  80783     252           64449  
 96307   2990         18         342          70                 0           5          2             672476  148391    151           76861  
 96309   2990         20         254          6                  0           6          1             504653  110615    168           76861  
 96313   2990         24         38           8                  4           2          0             96337   80783     19            90917  
 96333   2991         12         35           5                  0           2          0             91532   76334     44            90917  
 96342   2991         21         256          8                  2           6          1             508497  111447    194           76861  
 96345   2991         24         269          21                 3           6          1             533487  117000    195           76861  
 96346   2991         25         163          1                  3           6          0             352962  77583     208           76861  
 96353   2992         0          64           64                 2           1          2             133583  149223    43            90917  
 96354   2992         1          343          71                 1           5          2             675360  148807    192           76861  
 96359   2992         6          358          14                 5           6          2             704351  155608    193           76861  
 96379   2992         26         57           1                  2           2          1             121282  111447    86            90917  
 96389   2993         4          64           64                 0           1          2             133583  148391    85            90917  
 96393   2993         8          127          31                 7           4          0             282310  82032     304           64449  
 96399   2993         14         271          23                 5           6          1             537331  117832    231           76861  
 96409   2993         24         38           8                  7           2          0             97299   82032     130           90917  
 96409   2993         24         171          9                  5           6          0             369301  81200     247           76861  
 96418   2994         1          119          23                 2           4          0             266932  77167     315           64449  
 96425   2994         8          193          25                 0           4          1             385016  110615    313           64449  
 96431   2994         14         356          12                 3           6          2             700506  154776    241           76861  
 96441   2994         24         59           3                  5           2          1             125126  117832    153           90917  
 96444   2994         27         57           1                  0           2          1             121282  110615    158           90917  
 96454   2995         5          38           8                  6           2          0             96337   81616     0             20901  
 96468   2995         19         21           21                 0           2          0             63408   76334     16            20901  
 96469   2995         20         35           5                  5           2          0             91532   81200     15            20901  
 96469   2995         20         276          4                  4           5          2             546570  155192    324           64449  
 96470   2995         21         204          36                 3           4          1             406160  117000    331           64449  
 96472   2995         23         32           2                  3           2          0             84804   77583     20            20901  
 96474   2995         25         16           16                 7           2          0             53796   82032     20            20901  
 96476   2995         27         28           28                 0           2          0             76863   76334     24            20901  
 96479   2995         30         77           5                  3           2          2             159691  154776    0             20901  
 96479   2995         30         344          0                  2           6          2             677440  149223    269           76861  
 96482   2996         1          16           16                 2           2          0             53796   77167     32            20901  
 96482   2996         1          38           8                  4           2          0             96337   80783     30            20901  
 96489   2996         8          28           28                 3           2          0             75902   77583     39            20901  
 96493   2996         12         16           16                 1           2          0             52835   76751     46            20901  
 96496   2996         15         36           6                  1           2          0             92493   76751     208           90917  
 96496   2996         15         37           7                  5           2          0             95376   81200     47            20901  
 96498   2996         17         4            4                  5           2          0             30730   81200     50            20901  
 96499   2996         18         24           24                 4           2          0             68213   80783     51            20901  
 96500   2996         19         64           34                 3           2          0             146316  77583     51            20901  
 96503   2996         22         17           17                 4           2          0             54758   80783     56            20901  
 96504   2996         23         58           2                  0           2          1             123204  110615    47            20901  
 96509   2996         28         30           0                  4           2          0             80960   80783     61            20901  
 96509   2996         28         35           5                  3           2          0             90571   77583     62            20901  
 96512   2996         31         37           7                  7           2          0             95376   82032     64            20901  
 96513   2997         0          173          11                 7           6          0             373145  82032     299           76861  
 96516   2997         3          160          28                 0           5          0             346943  76334     301           76861  
 96522   2997         9          36           6                  3           2          0             92493   77583     225           90917  
 96523   2997         10         21           21                 7           2          0             63408   82032     79            20901  
 96526   2997         13         61           5                  4           2          1             129932  117416    68            20901  
 96528   2997         15         17           17                 5           2          0             55719   81200     84            20901  
 96531   2997         18         58           2                  4           2          1             124165  117416    223           90917  
 96532   2997         19         23           23                 3           2          0             66291   77583     90            20901  
 96540   2997         27         14           14                 2           1          1             37471   111447    17            44551  
 96544   2997         31         16           16                 4           2          0             52835   80783     103           20901  
 96548   2998         3          13           13                 3           2          0             47069   77583     110           20901  
 96551   2998         6          64           64                 4           1          2             134544  155192    229           90917  
 96552   2998         7          33           3                  0           2          0             87687   76334     114           20901  
 96553   2998         8          32           2                  5           2          0             85765   81200     114           20901  
 96556   2998         11         15           15                 0           2          0             51874   76334     119           20901  
 96557   2998         12         64           64                 3           1          2             133583  154776    233           90917  
 96565   2998         20         2            2                  4           2          0             25924   80783     55            44551  
 96567   2998         22         34           4                  0           2          0             89610   76334     130           20901  
 96567   2998         22         37           7                  4           2          0             94415   80783     129           20901  
 96568   2998         23         58           2                  1           2          1             124165  111031    120           20901  
 96569   2998         24         15           15                 3           1          1             39393   117000    49            44551  
 96573   2998         28         16           16                 0           2          0             53796   76334     137           20901  
 96575   2998         30         17           17                 7           2          0             55719   82032     137           20901  
 96579   2999         2          172          10                 5           6          0             371223  81200     327           76861  
 96582   2999         5          36           6                  2           2          0             93454   77167     147           20901  
 96584   2999         7          16           16                 6           2          0             52835   81616     148           20901  
 96589   2999         12         61           31                 1           2          0             140549  76751     152           20901  
 96590   2999         13         22           22                 5           1          2             52849   155608    62            44551  
 96590   2999         13         33           3                  2           2          0             87687   77167     153           20901  
 96591   2999         14         174          12                 7           6          0             375068  82032     331           76861  
 96597   2999         20         5            5                  4           2          0             31691   80783     161           20901  
 96597   2999         20         161          29                 0           5          0             348866  76334     334           76861  
 96599   2999         22         31           1                  7           2          0             83843   82032     162           20901  
 96600   2999         23         15           15                 1           2          0             50913   76751     163           20901  
 96600   2999         23         75           3                  2           2          2             155846  149223    143           20901  
 96602   2999         25         23           23                 5           2          0             67252   81200     164           20901  
 96602   2999         25         33           3                  4           2          0             86726   80783     165           20901  
 96606   2999         29         63           33                 1           2          0             144393  76751     168           20901  
 96612   3000         3          13           13                 2           2          0             48030   77167     175           20901  
 96613   3000         4          32           2                  2           2          0             85765   77167     175           20901  
 96616   3000         7          59           29                 1           2          0             136704  76751     177           20901  
 96617   3000         8          59           3                  2           2          1             125126  111447    169           20901  
 96618   3000         9          38           8                  5           2          0             97299   81200     278           90917  
 96618   3000         9          275          3                  4           5          2             544647  155192    379           64449  
 96619   3000         10         64           64                 5           1          2             133583  155608    268           90917  
 96620   3000         11         26           26                 3           2          0             72058   77583     181           20901  
 96627   3000         18         36           6                  3           2          0             92493   77583     187           20901  
 96629   3000         20         63           33                 2           2          0             145355  77167     187           20901  
 96631   3000         22         205          37                 3           4          1             408082  117000    388           64449  
 96636   3000         27         17           17                 3           2          0             54758   77583     194           20901  
 96643   3001         2          74           2                  1           2          2             154885  148807    182           20901  
 96645   3001         4          14           14                 0           1          1             37471   110615    139           44551  
 96653   3001         12         28           28                 2           2          0             76863   77167     206           20901  
 96662   3001         21         37           7                  0           2          0             95376   76334     213           20901  
 96671   3001         30         1            1                  2           2          0             24963   77167     172           44551  
 96674   3002         1          23           23                 1           2          0             66291   76751     220           20901  
 96680   3002         7          21           21                 2           1          2             50927   149223    163           44551  
 96684   3002         11         62           32                 1           2          0             142471  76751     226           20901  
 96685   3002         12         63           63                 1           1          2             132622  148807    301           90917  
 96686   3002         13         118          22                 2           4          0             265010  77167     409           64449  
 96689   3002         16         59           29                 2           2          0             137666  77167     229           20901  
 96689   3002         16         60           30                 3           2          0             138627  77583     229           20901  
 96689   3002         16         192          24                 0           4          1             383093  110615    406           64449  
 96690   3002         17         2            2                  7           2          0             26885   82032     187           44551  
 96691   3002         18         60           30                 1           2          0             138627  76751     231           20901  
 96694   3002         21         4            4                  7           2          0             30730   82032     233           20901  
 96704   3002         31         20           20                 0           2          0             61485   76334     240           20901  
 96706   3003         1          62           6                  5           2          1             130893  117832    233           20901  
 96710   3003         5          16           16                 5           2          0             53796   81200     242           20901  
 96710   3003         5          38           8                  5           2          0             97299   81200     241           20901  
 96718   3003         13         15           15                 5           1          1             39393   117832    201           44551  
 96725   3003         20         2            2                  6           2          0             25924   81616     212           44551  
 96729   3003         24         22           22                 3           1          2             52849   154776    202           44551  
 96733   3003         28         128          32                 7           4          0             284232  82032     423           64449  
 96736   3003         31         22           22                 6           2          0             64369   81616     257           20901  
 96740   3004         3          37           7                  1           2          0             94415   76751     259           20901  
 96750   3004         13         1            1                  1           2          0             24002   76751     229           44551  
 96751   3004         14         30           0                  5           2          0             81921   81200     264           20901  
 96800   3005         31         20           20                 1           1          2             49965   148807    248           44551  
 96803   3006         2          59           3                  3           2          1             125126  117000    351           90917  
 96805   3006         4          32           2                  7           2          0             85765   82032     291           20901  
 96806   3006         5          27           27                 0           2          0             74941   76334     292           20901  
 96818   3006         17         32           2                  0           2          0             85765   76334     297           20901  
 96820   3006         19         58           28                 3           2          0             134782  77583     298           20901  
 96824   3006         23         270          22                 5           6          1             535409  117832    406           76861  
 96828   3006         27         58           28                 2           2          0             135743  77167     302           20901  
 96830   3006         29         23           23                 2           2          0             67252   77167     303           20901  
 96830   3006         29         357          13                 3           6          2             702429  154776    403           76861  
 96837   3007         4          162          0                  1           6          0             351040  76751     415           76861  
 96845   3007         12         77           5                  5           2          2             159691  155608    299           20901  
 96846   3007         13         37           7                  6           2          0             94415   81616     309           20901  
 96852   3007         19         34           4                  2           2          0             89610   77167     312           20901  
 96858   3007         25         66           0                  4           3          0             151360  80783     314           20901  
 96858   3007         25         164          2                  3           6          0             354884  77583     421           76861  
 96863   3007         30         38           8                  7           2          0             97299   82032     316           20901  
 96868   3008         3          19           19                 0           2          0             59563   76334     319           20901  
 96872   3008         7          28           28                 1           2          0             75902   76751     321           20901  
 96883   3008         18         157          25                 3           5          0             340216  77583     0             58531  
 96884   3008         19         31           1                  6           2          0             82882   81616     325           20901  
 96897   3009         0          77           5                  4           2          2             160652  155192    321           20901  
 96897   3009         0          125          29                 4           4          0             277504  80783     469           64449  
