 ToA     coarse_time  fine_time  Tube_Number  Local Tube_Number  Tube_Layer  ChamberId  Station_Type  tube z  tube_rho  drift_time  event  muonFixedId  csm  mezz  channel  t0     TOF            
 17861   536          15         69           341                2           5          2             10462   9300      1461.71875  17302  73940164     4    16    14       817.0  46.6942634583  
 17882   537          4          2            250                2           3          1             7750    6939      1478.125    17302  40909953     3    0     11       817.0  34.7002105713  
 17937   538          27         25           157                2           1          0             5285    4796      1521.09375  17302  6831256      0    8     10       817.0  23.8097305298  
 17967   539          25         29           95                 3           1          0             3220    4822      1219.53125  9317   5782812      0    8     13       817.0  19.3454723358  
 18066   542          28         9            209                3           5          2             6465    9326      1296.875    9317   73415944     5    2     1        817.0  37.853729248   
 18112   544          10         8            208                3           5          2             6435    9326      1332.8125   9317   73415943     5    0     0        817.0  37.7967414856  
 18188   546          22         30           96                 4           1          0             3236    4848      1392.1875   9317   5782941      0    8     19       817.0  19.4454460144  
 18254   548          24         30           96                 3           1          0             3251    4822      1443.75     9317   5782813      0    8     15       817.0  19.4012928009  
 18459   555          5          11           11                 4           5          2             465     9673      853.90625   3679   71843338     4    3     21       817.0  32.3046951294  
 18482   555          28         11           11                 6           5          2             465     9725      871.875     3679   71843594     4    3     5        817.0  32.4780235291  
 18512   556          26         10           10                 2           5          2             450     9300      895.3125    3679   71842953     4    2     11       817.0  31.0593681335  
 18615   560          1          7            7                  2           3          1             360     6939      975.78125   3679   38288518     2    0     10       817.0  23.1787414551  
 18615   560          1          8            8                  4           3          1             375     7312      975.78125   3679   38288903     2    1     18       817.0  24.4240264893  
 18713   563          3          8            8                  6           3          1             375     7364      1052.34375  3679   38289159     2    1     2        817.0  24.5973262787  
 18715   563          5          8            8                  3           3          1             375     6965      1053.90625  3679   38288647     2    0     0        817.0  23.2680301666  
 18730   563          20         8            8                  5           3          1             390     7338      1065.625    3679   38289031     2    1     10       817.0  24.5132846832  
 18778   565          4          11           11                 5           5          2             480     9699      1103.125    3679   71843466     4    3     13       817.0  32.3937988281  
 18862   567          24         8            8                  1           3          1             375     6913      1168.75     3679   38288391     2    0     16       817.0  23.0947551727  
 19042   573          12         11           11                 3           5          2             465     9326      1309.375    3679   71843082     4    2     5        817.0  31.1484870911  
 19087   574          25         21           21                 1           5          2             765     9274      869.53125   1348   71842836     4    4     22       817.0  31.041513443   
 19091   574          29         4            4                  2           1          0             435     4796      872.65625   1348   4734083      0    0     11       817.0  16.0665531158  
 19094   575          0          16           16                 5           3          1             630     7338      875.0       1348   38289039     2    3     10       817.0  24.5688877106  
 19106   575          12         22           22                 6           5          2             795     9725      884.375     1348   71843605     4    5     0        817.0  32.5493125916  
 19122   575          28         21           21                 3           5          2             765     9326      896.875     1348   71843092     4    4     6        817.0  31.2144546509  
 19125   575          31         15           15                 2           3          1             600     6939      899.21875   1348   38288526     2    2     10       817.0  23.2340812683  
 19130   576          4          5            5                  7           1          0             465     5101      903.125     1348   4734724      0    1     15       817.0  17.0857620239  
 19203   578          13         22           22                 4           5          2             795     9673      960.15625   1348   71843349     4    5     16       817.0  32.3763656616  
 19215   578          25         11           11                 1           5          2             465     9274      1444.53125  3679   71842826     4    2     21       817.0  30.9751777649  
 19232   579          10         4            4                  4           1          0             435     4848      982.8125    1348   4734339      0    0     23       817.0  16.2393779755  
 19287   581          1          5            5                  5           1          0             465     5048      1025.78125  1348   4734468      0    1     3        817.0  16.9129600525  
 19305   581          19         21           21                 2           5          2             780     9300      1039.84375  1348   71842964     4    4     14       817.0  31.1321334839  
 19415   585          1          4            4                  6           1          0             450     5075      1125.78125  1348   4734595      0    1     10       817.0  16.9948616028  
 19486   587          8          16           16                 3           3          1             615     6965      1181.25     1348   38288655     2    2     0        817.0  23.3248786926  
 19513   588          3          4            4                  3           1          0             450     4822      1202.34375  1348   4734211      0    0     17       817.0  16.157541275   
 19576   590          2          17           17                 6           3          1             645     7364      1251.5625   1348   38289168     2    5     1        817.0  24.659658432   
 19608   591          2          21           21                 5           5          2             780     9699      1276.5625   1348   71843476     4    5     14       817.0  32.458782196   
 19799   597          1          4            4                  8           1          0             450     5127      1425.78125  1348   4734851      0    1     22       817.0  17.16771698    
 19823   597          25         11           143                5           1          0             4865    5048      844.53125   1134   6831626      0    3     3        817.0  23.3885307312  
 19825   597          27         25           121                1           1          0             4200    4770      846.09375   1134   6306840      1    8     4        817.0  21.2040138245  
 19828   597          30         30           126                4           1          0             4336    4848      848.4375    1134   6307229      1    8     19       817.0  21.6979389191  
 19829   597          31         34           130                8           1          0             4471    5127      849.21875   1134   6307745      1    11    22       817.0  22.6916351318  
 19837   598          7          34           196                5           1          0             6476    5048      855.46875   1134   7355937      1    11    4        817.0  27.3914737701  
 19847   598          17         1            133                7           1          0             4565    5101      863.28125   1134   6831872      0    1     13       817.0  22.8338279724  
 19847   598          17         33           201                2           3          1             6241    6939      863.28125   1134   39861408     3    8     9        817.0  31.1320972443  
 19854   598          24         36           132                5           1          0             4516    5048      868.75      1134   6307363      1    11    5        817.0  22.5960235596  
 19855   598          25         34           130                6           1          0             4471    5075      869.53125   1134   6307489      1    11    10       817.0  22.5611419678  
 19860   598          30         34           130                3           1          0             4471    4822      873.4375    1134   6307105      1    10    17       817.0  21.9373188019  
 19863   599          1          16           16                 1           3          1             615     6913      1475.78125  1348   38288399     2    2     16       817.0  23.1520309448  
 19867   599          5          36           132                4           1          0             4516    4848      878.90625   1134   6307235      1    10    19       817.0  22.1031742096  
 19869   599          7          43           43                 5           3          1             1441    7338      880.46875   1134   38289066     2    11    13       817.0  24.9464664459  
 19873   599          11         27           189                8           1          0             6280    5127      883.59375   1134   7356314      1    9     20       817.0  27.0447254181  
 19873   599          11         35           131                4           1          0             4486    4848      883.59375   1134   6307234      1    10    21       817.0  22.0350131989  
 19878   599          16         27           123                1           1          0             4260    4770      887.5       1134   6306842      1    8     0        817.0  21.3369598389  
 19879   599          17         30           142                1           3          1             4436    6913      888.28125   1134   39336989     2    6     20       817.0  27.3998336792  
 19888   599          26         30           192                7           1          0             6356    5101      895.3125    1134   7356189      1    9     17       817.0  27.1848239899  
 19890   599          28         17           149                8           1          0             5060    5127      896.875     1134   6832016      0    5     21       817.0  24.0295581818  
 19891   599          29         26           122                2           1          0             4215    4796      897.65625   1134   6306969      1    8     8        817.0  21.3022460938  
 19892   599          30         15           287                6           5          2             8825    9725      898.4375    1134   73940750     4    3     4        817.0  43.8069343567  
 19893   599          31         19           131                5           3          1             4120    7338      899.21875   1134   39337618     2    5     13       817.0  28.0736808777  
 19896   600          2          29           141                3           3          1             4405    6965      901.5625    1134   39337244     2    6     6        817.0  27.4923534393  
 19899   600          5          1            273                1           5          2             8405    9274      903.90625   1134   73939968     4    0     17       817.0  41.750125885   
 19899   600          5          15           147                7           1          0             4985    5101      903.90625   1134   6831886      0    5     14       817.0  23.7921504974  
 19899   600          5          29           141                2           3          1             4420    6939      903.90625   1134   39337116     2    6     14       817.0  27.4459495544  
 19900   600          6          34           196                6           1          0             6491    5075      904.6875    1134   7356065      1    11    10       817.0  27.4843521118  
 19912   600          18         6            214                6           3          1             6635    7364      914.0625    1134   40386309     2    1     0        817.0  33.0652694702  
 19937   601          11         38           38                 2           3          1             1291    6939      933.59375   1134   38288549     2    8     12       817.0  23.5449256897  
 19944   601          18         44           44                 6           3          1             1456    7364      939.0625    1134   38289195     2    11    7        817.0  25.0412788391  
 19948   601          22         26           122                3           1          0             4230    4822      942.1875    1134   6307097      1    8     14       817.0  21.4004936218  
 19952   601          26         13           145                6           1          0             4940    5075      945.3125    1134   6831756      0    5     7        817.0  23.6251068115  
 19958   602          0          1            133                8           1          0             4580    5127      950.0       1134   6832000      0    1     19       817.0  22.9318962097  
 19959   602          1          1            273                2           5          2             8420    9300      950.78125   1134   73940096     4    0     9        817.0  41.8480606079  
 19971   602          13         31           193                6           1          0             6401    5075      960.15625   1134   7356062      1    11    7        817.0  27.2482013702  
 19979   602          21         20           132                4           3          1             4135    7312      966.40625   1134   39337491     2    5     23       817.0  28.0226860046  
 19984   602          26         43           43                 4           3          1             1426    7312      970.3125    1134   38288938     2    11    21       817.0  24.8516941071  
 19986   602          28         34           202                3           3          1             6256    6965      971.875     1134   39861537     3    8     3        817.0  31.2301120758  
 19992   603          2          32           194                6           1          0             6431    5075      976.5625    1134   7356063      1    11    6        817.0  27.3267784119  
 19995   603          5          33           129                2           1          0             4426    4796      978.90625   1134   6306976      1    10    6        817.0  21.7715835571  
 19996   603          6          32           128                1           1          0             4411    4770      979.6875    1134   6306847      1    10    2        817.0  21.6738586426  
 19997   603          7          4            212                4           3          1             6575    7312      980.46875   1134   40386051     2    1     23       817.0  32.8022460938  
 20000   603          10         12           144                6           1          0             4910    5075      982.8125    1134   6831755      0    3     11       817.0  23.5553321838  
 20001   603          11         36           132                6           1          0             4531    5075      983.59375   1134   6307491      1    11    11       817.0  22.6940975189  
 20009   603          19         18           150                8           1          0             5090    5127      989.84375   1134   6832017      0    5     23       817.0  24.1000423431  
 20030   604          8          16           148                7           1          0             5015    5101      1006.25     1134   6831887      0    5     16       817.0  23.8622837067  
 20030   604          8          27           123                4           1          0             4245    4848      1006.25     1134   6307226      1    8     18       817.0  21.4987621307  
 20033   604          11         13           285                4           5          2             8765    9673      1008.59375  1134   73940492     4    3     22       817.0  43.5437889099  
 20042   604          20         29           125                3           1          0             4320    4822      1015.625    1134   6307100      1    8     13       817.0  21.5998821259  
 20044   604          22         35           131                8           1          0             4501    5127      1017.1875   1134   6307746      1    11    21       817.0  22.7576084137  
 20069   605          15         26           188                8           1          0             6250    5127      1036.71875  1134   7356313      1    9     18       817.0  26.9671878815  
 20069   605          15         33           201                1           3          1             6226    6913      1036.71875  1134   39861280     3    8     17       817.0  31.0340938568  
 20070   605          16         29           191                7           1          0             6325    5101      1037.5      1134   7356188      1    9     15       817.0  27.1067619324  
 20074   605          20         33           129                7           1          0             4426    5101      1040.625    1134   6307616      1    11    14       817.0  22.5275421143  
 20077   605          23         34           130                4           1          0             4456    4848      1042.96875  1134   6307233      1    10    23       817.0  21.9670982361  
 20116   606          30         33           129                8           1          0             4441    5127      1073.4375   1134   6307744      1    11    20       817.0  22.6259117126  
 20143   607          25         28           124                2           1          0             4275    4796      1094.53125  1134   6306971      1    8     11       817.0  21.435049057   
 20168   608          18         14           286                5           5          2             8810    9699      1114.0625   1134   73940621     4    3     8        817.0  43.7090263367  
 20180   608          30         32           128                8           1          0             4411    5127      1123.4375   1134   6307743      1    11    18       817.0  22.5604438782  
 20201   609          19         32           128                7           1          0             4396    5101      1139.84375  1134   6307615      1    11    12       817.0  22.4620094299  
 20216   610          2          5            213                5           3          1             6620    7338      1151.5625   1134   40386180     2    1     14       817.0  32.9672851562  
 20244   610          30         39           39                 3           3          1             1306    6965      1173.4375   1134   38288678     2    8     2        817.0  23.6394119263  
 20254   611          8          31           127                5           1          0             4366    5048      1181.25     1134   6307358      1    11    1        817.0  22.2651901245  
 20265   611          19         18           130                6           3          1             4075    7364      1189.84375  1134   39337745     2    5     3        817.0  28.0762939453  
 20269   611          23         31           127                6           1          0             4381    5075      1192.96875  1134   6307486      1    11    7        817.0  22.3635921478  
 20273   611          27         19           131                6           3          1             4105    7364      1196.09375  1134   39337746     2    5     5        817.0  28.1249408722  
 20300   612          22         3            275                3           5          2             8465    9326      1217.1875   1134   73940226     4    0     5        817.0  42.0132713318  
 20308   612          30         34           130                2           1          0             4456    4796      1223.4375   1134   6306977      1    10    11       817.0  21.8396453857  
 20321   613          11         35           131                6           1          0             4501    5075      1233.59375  1134   6307490      1    11    9        817.0  22.627494812   
 20343   614          1          31           127                1           1          0             4381    4770      1250.78125  1134   6306846      1    10    4        817.0  21.6059703827  
 20374   615          0          2            274                3           5          2             8435    9326      1275.0      1134   73940225     4    0     3        817.0  41.9460029602  
 20374   615          0          35           197                5           1          0             6506    5048      1275.0      1134   7355938      1    11    3        817.0  27.4705543518  
 20395   615          21         36           132                7           1          0             4516    5101      1291.40625  1134   6307619      1    11    17       817.0  22.7256526947  
 20396   615          22         28           190                8           1          0             6310    5127      1292.1875   1134   7356315      1    9     22       817.0  27.1224098206  
 20405   615          31         10           142                5           1          0             4835    5048      1299.21875  1134   6831625      0    3     4        817.0  23.3191242218  
 20419   616          13         39           39                 1           3          1             1306    6913      1310.15625  1134   38288422     2    8     18       817.0  23.4688816071  
 20421   616          15         12           144                5           1          0             4895    5048      1311.71875  1134   6831627      0    3     5        817.0  23.458158493   
 20450   617          12         33           129                6           1          0             4441    5075      1334.375    1134   6307488      1    11    8        817.0  22.4950370789  
 20451   617          13         8            8                  2           1          0             555     4796      860.15625   7942   4734087      0    2     8        817.0  16.1076984406  
 20451   617          13         16           148                8           1          0             5030    5127      1335.15625  1134   6832015      0    5     22       817.0  23.9592857361  
 20459   617          21         4            212                5           3          1             6590    7338      1341.40625  1134   40386179     2    1     15       817.0  32.90026474    
 20465   617          27         26           26                 6           3          1             915     7364      871.09375   7942   38289177     2    7     3        817.0  24.7546958923  
 20470   618          0          9            9                  5           1          0             585     5048      875.0       7942   4734472      0    3     2        817.0  16.9544200897  
 20474   618          4          24           24                 3           3          1             855     6965      878.125     7942   38288663     2    4     0        817.0  23.4090480804  
 20478   618          8          33           195                5           1          0             6446    5048      1356.25     1134   7355936      1    11    2        817.0  27.3125324249  
 20486   618          16         9            9                  8           1          0             600     5127      887.5       7942   4734856      0    3     20       817.0  17.2187595367  
 20493   618          23         38           38                 5           5          2             1291    9699      892.96875   7942   71843493     4    9     8        817.0  32.6396064758  
 20497   618          27         19           19                 7           1          0             885     5101      896.09375   7942   4734738      0    7     13       817.0  17.2697124481  
 20508   619          6          35           197                7           1          0             6506    5101      1379.6875   1134   7356194      1    11    15       817.0  27.5772819519  
 20523   619          21         36           36                 1           5          2             1216    9274      916.40625   7942   71842851     4    8     23       817.0  31.2011299133  
 20551   620          17         13           285                5           5          2             8780    9699      1413.28125  1134   73940620     4    3     14       817.0  43.6417274475  
 20552   620          18         29           125                2           1          0             4305    4796      1414.0625   1134   6306972      1    8     7        817.0  21.5018444061  
 20567   621          1          8            8                  4           1          0             555     4848      950.78125   7942   4734343      0    2     20       817.0  16.2800865173  
 20569   621          3          52           52                 3           3          1             1696    6965      1427.34375  1134   38288691     2    12    7        817.0  23.913772583   
 20583   621          17         31           193                7           1          0             6386    5101      1438.28125  1134   7356190      1    11    13       817.0  27.2630310059  
 20587   621          21         14           146                7           1          0             4955    5101      1441.40625  1134   6831885      0    5     12       817.0  23.7222328186  
 20602   622          4          24           24                 1           3          1             855     6913      978.125     7942   38288407     2    4     16       817.0  23.236825943   
 20604   622          6          26           26                 4           3          1             915     7312      979.6875    7942   38288921     2    7     19       817.0  24.5825061798  
 20676   624          14         36           36                 2           5          2             1231    9300      1035.9375   7942   71842979     4    8     15       817.0  31.2936935425  
 20752   626          26         9            9                  7           1          0             585     5101      1095.3125   7942   4734728      0    3     14       817.0  17.1268043518  
 20754   626          28         38           38                 4           5          2             1276    9673      1096.875    7942   71843365     4    9     16       817.0  32.5470123291  
 20788   627          30         9            9                  6           1          0             600     5075      1123.4375   7942   4734600      0    3     8        817.0  17.046421051   
 20820   628          30         7            7                  1           1          0             540     4770      1148.4375   7942   4733958      0    2     4        817.0  16.0158004761  
 20904   631          18         55           255                5           5          2             7861    9699      864.0625    3189   73416374     5    13    12       817.0  41.6475105286  
 20936   632          18         13           109                4           1          0             3825    4848      889.0625    3189   6307212      1    4     22       817.0  20.6018047333  
 20942   632          24         20           116                8           1          0             4050    5127      893.75      3189   6307731      1    7     18       817.0  21.7954139709  
 20947   632          29         45           245                3           5          2             7546    9326      897.65625   3189   73415980     5    10    6        817.0  40.0184440613  
 21000   634          18         36           36                 3           5          2             1216    9326      1289.0625   7942   71843107     4    8     7        817.0  31.3731918335  
 21020   635          6          9            177                1           3          1             5505    6913      954.6875    3189   39861256     3    2     17       817.0  29.4792156219  
 21028   635          14         34           106                5           5          2             3351    9699      860.9375    12200  72367777     5    9     11       817.0  34.2307624817  
 21033   635          19         18           48                 6           1          0             1790    5075      864.84375   12200  5258897      1    5     11       817.0  17.9512062073  
 21039   635          25         24           80                 5           3          1             2570    7338      869.53125   12200  38813335     3    5     10       817.0  25.9372901917  
 21045   635          31         20           50                 5           1          0             1835    5048      874.21875   12200  5258771      1    7     0        817.0  17.9201984406  
 21047   636          1          55           255                4           5          2             7846    9673      975.78125   3189   73416246     5    13    20       817.0  41.5485687256  
 21048   636          2          16           46                 4           1          0             1715    4848      876.5625    12200  5258639      1    4     23       817.0  17.1568222046  
 21051   636          5          56           256                6           5          2             7876    9725      978.90625   3189   73416503     5    13    2        817.0  41.7464561462  
 21070   636          24         13           43                 3           1          0             1640    4822      893.75      12200  5258508      1    4     16       817.0  16.9927501678  
 21071   636          25         18           114                5           1          0             3975    5048      994.53125   3189   6307345      1    5     5        817.0  21.4359340668  
 21073   636          27         22           190                6           3          1             5895    7364      996.09375   3189   39862037     3    5     0        817.0  31.4676895142  
 21074   636          28         20           188                4           3          1             5835    7312      996.875     3189   39861779     3    5     23       817.0  31.207036972   
 21075   636          29         15           45                 3           1          0             1700    4822      897.65625   12200  5258510      1    4     12       817.0  17.0583286285  
 21078   637          0          18           48                 7           1          0             1775    5101      900.0       12200  5259025      1    5     17       817.0  18.0165195465  
 21083   637          5          10           106                1           1          0             3750    4770      1003.90625  3189   6306825      1    2     5        817.0  20.242351532   
 21085   637          7          21           51                 2           1          0             1865    4796      830.46875   22811  5258388      1    6     6        817.0  17.1684951782  
 21085   637          7          24           54                 6           1          0             1970    5075      830.46875   22811  5258903      1    7     11       817.0  18.1600627899  
 21088   637          10         23           23                 2           3          1             840     6939      1357.8125   7942   38288534     2    4     10       817.0  23.3168563843  
 21089   637          11         32           88                 5           3          1             2811    7338      833.59375   22811  38813343     3    7     10       817.0  26.2131919861  
 21089   637          11         39           39                 6           5          2             1306    9725      1358.59375  7942   71843622     4    9     4        817.0  32.7322425842  
 21090   637          12         25           25                 5           3          1             900     7338      1359.375    7942   38289048     2    7     9        817.0  24.6624450684  
 21093   637          15         19           49                 7           1          0             1805    5101      911.71875   12200  5259026      1    7     13       817.0  18.0497016907  
 21097   637          19         30           102                1           5          2             3216    9274      914.84375   12200  72367133     5    6     20       817.0  32.7434082031  
 21099   637          21         12           108                3           1          0             3810    4822      1016.40625  3189   6307083      1    2     15       817.0  20.5026664734  
 21100   637          22         8            8                  3           1          0             570     4822      1367.1875   7942   4734215      0    2     14       817.0  16.1996955872  
 21104   637          26         20           116                7           1          0             4035    5101      1020.3125   3189   6307603      1    7     12       817.0  21.6962852478  
 21107   637          29         12           42                 1           1          0             1610    4770      922.65625   12200  5258251      1    2     3        817.0  16.796251297   
 21108   637          30         40           112                1           5          2             3516    9274      848.4375    22811  72367143     5    8     16       817.0  33.0851821899  
 21112   638          2          24           80                 4           3          1             2555    7312      926.5625    12200  38813207     3    5     18       817.0  25.8388500214  
 21124   638          14         19           49                 6           1          0             1820    5075      935.9375    12200  5258898      1    7     7        817.0  17.9847888947  
 21138   638          28         44           244                2           5          2             7531    9300      1046.875    3189   73415851     5    10    15       817.0  39.9194908142  
 21139   638          29         28           84                 3           3          1             2675    6965      872.65625   22811  38812955     3    6     7        817.0  24.889913559   
 21154   639          12         11           179                3           3          1             5565    6965      1059.375    3189   39861514     3    2     5        817.0  29.7398204803  
 21155   639          13         32           32                 2           3          1             1111    6939      835.15625   17570  38288543     2    6     8        817.0  23.442407608   
 21159   639          17         35           107                6           5          2             3366    9725      963.28125   12200  72367906     5    9     5        817.0  34.3291358948  
 21165   639          23         12           42                 2           1          0             1595    4796      967.96875   12200  5258379      1    2     9        817.0  16.8626041412  
 21181   640          7          16           16                 3           1          0             810     4822      855.46875   17570  4734223      0    4     17       817.0  16.3132362366  
 21184   640          10         18           18                 7           1          0             855     5101      857.8125    17570  4734737      0    5     17       817.0  17.2528572083  
 21184   640          10         27           83                 2           3          1             2660    6939      907.8125    22811  38812826     3    6     13       817.0  24.7909622192  
 21193   640          19         34           34                 4           3          1             1156    7312      864.84375   17570  38288929     2    9     19       817.0  24.6949195862  
 21204   640          30         21           51                 3           1          0             1880    4822      923.4375    22811  5258516      1    6     12       817.0  17.2675228119  
 21216   641          10         18           48                 5           1          0             1775    5048      1007.8125   12200  5258769      1    5     5        817.0  17.85272789    
 21219   641          13         24           54                 5           1          0             1955    5048      935.15625   22811  5258775      1    7     5        817.0  18.0610561371  
 21220   641          14         11           41                 4           1          0             1565    4848      1010.9375   12200  5258634      1    2     21       817.0  16.996307373   
 21220   641          14         25           55                 7           1          0             1985    5101      935.9375    22811  5259032      1    9     13       817.0  18.2590808868  
 21223   641          17         41           41                 2           5          2             1381    9300      888.28125   17570  71842984     4    10    9        817.0  31.3633670807  
 21224   641          18         19           19                 8           1          0             900     5127      1464.0625   7942   4734866      0    7     19       817.0  17.3638000488  
 21224   641          18         43           43                 6           5          2             1426    9725      889.0625    17570  71843626     4    11    5        817.0  32.7879981995  
 21227   641          21         20           76                 3           3          1             2435    6965      1016.40625  12200  38812947     3    4     7        817.0  24.6138591766  
 21232   641          26         33           89                 6           3          1             2826    7364      945.3125    22811  38813472     3    9     1        817.0  26.3121395111  
 21232   641          26         34           106                4           5          2             3336    9673      1020.3125   12200  72367649     5    9     19       817.0  34.1324043274  
 21234   641          28         13           43                 4           1          0             1625    4848      1021.875    12200  5258636      1    4     22       817.0  17.0589294434  
 21237   641          31         20           50                 1           1          0             1850    4770      949.21875   22811  5258259      1    6     2        817.0  17.069480896   
 21246   642          8          32           88                 4           3          1             2796    7312      956.25      22811  38813215     3    7     18       817.0  26.1142559052  
 21249   642          11         43           43                 4           5          2             1426    9673      908.59375   17570  71843370     4    11    21       817.0  32.616317749   
 21252   642          14         25           81                 6           3          1             2585    7364      1035.9375   12200  38813464     3    7     1        817.0  26.035741806   
 21270   643          0          40           112                2           5          2             3531    9300      975.0       22811  72367271     5    8     8        817.0  33.1840744019  
 21271   643          1          16           46                 5           1          0             1715    5048      1050.78125  12200  5258767      1    5     4        817.0  17.7872562408  
 21288   643          18         45           117                4           5          2             3666    9673      989.0625    22811  72367660     5    11    22       817.0  34.507434845   
 21291   643          21         9            177                2           3          1             5520    6939      1166.40625  3189   39861384     3    2     9        817.0  29.5782985687  
 21295   643          25         43           243                1           5          2             7486    9274      1169.53125  3189   73415722     5    10    21       817.0  39.7575378418  
 21297   643          27         17           47                 7           1          0             1745    5101      1071.09375  12200  5259024      1    5     15       817.0  17.983833313   
 21313   644          11         16           46                 6           1          0             1730    5075      1083.59375  12200  5258895      1    5     10       817.0  17.8855342865  
 21318   644          16         15           45                 2           1          0             1685    4796      1087.5      12200  5258382      1    4     6        817.0  16.9598560333  
 21331   644          29         15           45                 4           1          0             1685    4848      1097.65625  12200  5258638      1    4     18       817.0  17.1236667633  
 21335   645          1          16           16                 1           1          0             810     4770      975.78125   17570  4733967      0    4     5        817.0  16.1421337128  
 21374   646          8          23           119                8           1          0             4140    5127      1231.25     3189   6307734      1    7     21       817.0  21.9830036163  
 21376   646          10         19           49                 8           1          0             1820    5127      1132.8125   12200  5259154      1    7     19       817.0  18.1482162476  
 21377   646          11         30           102                2           5          2             3231    9300      1133.59375  12200  72367261     5    6     12       817.0  32.8418006897  
 21379   646          13         20           76                 1           3          1             2435    6913      1135.15625  12200  38812691     3    4     23       817.0  24.4501247406  
 21389   646          23         18           114                6           1          0             3990    5075      1242.96875  3189   6307473      1    5     11       817.0  21.5350952148  
 21394   646          28         30           126                4           1          0             4336    4848      846.875     2171   6307229      1    8     19       817.0  21.6979389191  
 21403   647          5          36           132                5           1          0             4516    5048      853.90625   2171   6307363      1    11    5        817.0  22.5960235596  
 21404   647          6          42           42                 3           5          2             1396    9326      1029.6875   17570  71843113     4    10    3        817.0  31.4565696716  
 21407   647          9          27           83                 1           3          1             2645    6913      1082.03125  22811  38812698     3    6     21       817.0  24.6920204163  
 21410   647          12         15           45                 1           1          0             1700    4770      1159.375    12200  5258254      1    4     0        817.0  16.8947753906  
 21415   647          17         11           107                2           1          0             3765    4796      1263.28125  3189   6306954      1    2     7        817.0  20.3415260315  
 21424   647          26         39           39                 5           5          2             1321    9699      1045.3125   17570  71843494     4    9     12       817.0  32.6529808044  
 21426   647          28         20           188                5           3          1             5850    7338      1271.875    3189   39861907     3    5     15       817.0  31.3061027527  
 21428   647          30         34           34                 6           3          1             1156    7364      1048.4375   17570  38289185     2    9     3        817.0  24.8663330078  
 21433   648          3          1            273                3           5          2             8405    9326      877.34375   2171   73940224     4    0     1        817.0  41.878868103   
 21433   648          3          21           189                5           3          1             5880    7338      1277.34375  3189   39861908     3    5     14       817.0  31.3686542511  
 21440   648          10         22           118                2           1          0             4095    4796      882.8125    2171   6306965      1    6     11       817.0  21.0398483276  
 21441   648          11         71           271                2           5          2             8342    9300      883.59375   2171   73415878     5    16    10       817.0  41.6748886108  
 21444   648          14         12           108                2           1          0             3795    4796      1285.9375   3189   6306955      1    2     9        817.0  20.4035377502  
 21446   648          16         1            133                7           1          0             4565    5101      887.5       2171   6831872      0    1     13       817.0  22.8338279724  
